"Uniprot_ID","Start_Coverage","End_Coverage"
"Q13115",193,336
"Q13118",359,423
"Q13123",1,557
"Q13126",1,283
"Q13127",43,57
"Q13127",858,869
"Q13131",13,559
"Q13133",182,447
"Q13136",1195,1202
"Q13137",1,141
"Q13137",368,385
"Q13137",388,446
"Q13144",1,721
"Q13148",1,80
"Q13148",96,269
"Q13148",286,360
"Q13148",370,375
"Q13148",396,402
"Q13153",70,149
"Q13153",183,204
"Q13153",212,221
"Q13153",248,545
"Q13155",1,48
"Q13155",89,320
"Q13158",1,208
"Q13162",38,271
"Q13163",5,130
"Q13164",1,431
"Q13177",121,136
"Q13185",29,86
"Q13185",110,176
"Q13188",9,491
"Q13190",242,248
"Q13191",36,427
"Q13191",902,912
"Q13191",924,973
"Q13200",1,908
"Q13202",160,310
"Q13206",47,280
"Q13216",1,396
"Q13217",35,461
"Q13224",31,394
"Q13227",53,90
"Q13231",1,466
"Q13232",1,169
"Q13237",137,418
"Q13239",15,80
"Q13241",52,179
"Q13253",28,232
"Q13255",28,518
"Q13255",581,860
"Q13257",1,205
"Q13261",30,132
"Q13263",53,434
"Q13263",619,812
"Q13283",1,139
"Q13285",218,461
"Q13291",273,286
"Q13303",39,360
"Q13309",89,424
"Q13315",1,3056
"Q13322",164,415
"Q13322",487,591
"Q13325",1,482
"Q13330",162,354
"Q13330",464,546
"Q13330",656,711
"Q13332",30,614
"Q13332",1365,1948
"Q13336",31,389
"Q13342",687,862
"Q13351",2,40
"Q13351",51,90
"Q13356",280,457
"Q13362",1,442
"Q13363",28,379
"Q13370",654,1073
"Q13394",2,359
"Q13395",1438,1621
"Q13402",1702,2215
"Q13404",7,147
"Q13405",1,166
"Q13409",1,638
"Q13415",233,239
"Q13415",471,861
"Q13416",231,577
"Q13418",1,174
"Q13418",182,452
"Q13421",302,359
"Q13422",141,174
"Q13423",880,1086
"Q13425",112,200
"Q13426",1,213
"Q13426",228,236
"Q13427",1,754
"Q13432",1,240
"Q13435",1,895
"Q13438",108,229
"Q13439",2169,2222
"Q13451",1,457
"Q13454",44,194
"Q13459",1691,1916
"Q13464",1,415
"Q13464",535,700
"Q13464",834,914
"Q13464",947,1015
"Q13467",28,155
"Q13469",392,678
"Q13472",2,753
"Q13477",19,231
"Q13478",19,329
"Q13480",621,633
"Q13485",10,149
"Q13485",285,552
"Q13489",26,99
"Q13489",242,337
"Q13489",536,604
"Q13490",40,119
"Q13490",238,618
"Q13501",1,102
"Q13501",120,180
"Q13501",387,436
"Q13506",189,317
"Q13507",1,836
"Q13509",1,450
"Q13510",22,395
"Q13523",1,1007
"Q13526",1,163
"Q13535",1,2644
"Q13541",1,118
"Q13542",18,65
"Q13546",1,324
"Q13546",532,549
"Q13546",561,671
"Q13547",1,482
"Q13554",11,303
"Q13555",3,315
"Q13555",425,558
"Q13557",3,311
"Q13557",334,475
"Q13563",1,968
"Q13564",1,534
"Q13568",232,477
"Q13569",82,339
"Q13572",1,335
"Q13573",1,536
"Q13574",1110,1117
"Q13576",875,1258
"Q13576",1476,1571
"Q13586",58,201
"Q13586",237,444
"Q13596",142,269
"Q13596",301,522
"Q13613",95,665
"Q13614",1,643
"Q13616",1,776
"Q13617",1,745
"Q13618",1,388
"Q13619",1,759
"Q13620",192,913
"Q13625",1,83
"Q13625",726,782
"Q13625",892,1128
"Q13627",126,490
"Q13630",1,321
"Q13635",1,1447
"Q13636",2,174
"Q13637",1,225
"Q13639",264,268
"Q13641",60,345
"Q13642",30,159
"Q13642",162,217
"Q13643",30,98
"Q13643",101,218
"Q13651",22,235
"Q13651",264,303
"Q13686",1,389
"Q13698",747,760
"Q13698",1522,1542
"Q13705",19,134
"Q13705",190,487
"Q13740",1,583
"Q13761",133,141
"Q13765",79,136
"Q13772",322,336
"Q13794",19,43
"Q13796",1427,1610
"Q13813",1,147
"Q13813",965,1025
"Q13813",1172,1210
"Q13813",1337,1544
"Q13822",1,863
"Q13825",68,339
"Q13835",244,721
"Q13838",34,428
"Q13867",2,454
"Q13868",1,293
"Q13873",33,131
"Q13873",189,517
"Q13882",1,72
"Q13882",75,174
"Q13882",182,446
"Q13887",365,457
"Q13888",1,395
"Q13889",1,308
"Q13895",1,437
"Q13905",279,293
"Q13907",1,227
"Q13936",47,68
"Q13936",427,445
"Q13936",1609,1692
"Q13938",87,275
"Q13946",130,482
"Q13951",1,170
"Q13952",27,120
"Q13976",2,59
"Q13976",84,671
"Q14002",34,142
"Q14004",694,1039
"Q14005",1103,1332
"Q14008",846,1081
"Q14011",1,91
"Q14012",1,320
"Q14019",1,142
"Q14050",517,553
"Q14055",496,496
"Q14055",517,552
"Q14061",1,63
"Q14103",93,175
"Q14103",181,259
"Q14103",332,355
"Q14108",28,432
"Q14114",42,736
"Q14116",37,193
"Q14117",1,519
"Q14118",52,325
"Q14118",418,427
"Q14118",877,895
"Q14126",47,602
"Q14134",212,270
"Q14139",977,1061
"Q14141",1,427
"Q14145",48,204
"Q14145",312,624
"Q14149",1,460
"Q14152",1,494
"Q14155",1,137
"Q14155",179,243
"Q14155",260,467
"Q14160",700,829
"Q14160",860,951
"Q14160",992,1203
"Q14165",1,292
"Q14168",163,240
"Q14181",1,598
"Q14183",81,217
"Q14185",422,619
"Q14186",199,350
"Q14186",392,410
"Q14188",121,215
"Q14191",8,23
"Q14191",38,236
"Q14191",949,1092
"Q14191",1140,1242
"Q14192",1,98
"Q14192",101,159
"Q14192",162,218
"Q14192",221,279
"Q14194",1,572
"Q14195",1,570
"Q14197",1,206
"Q14203",1,111
"Q14204",1,4646
"Q14209",410,427
"Q14232",1,305
"Q14240",22,240
"Q14241",597,682
"Q14242",42,60
"Q14247",485,550
"Q14258",1,630
"Q14289",21,409
"Q14289",414,692
"Q14289",790,839
"Q14289",861,1009
"Q14315",569,761
"Q14315",1536,1637
"Q14315",1782,1953
"Q14315",2302,2599
"Q14315",2631,2725
"Q14318",58,380
"Q14324",46,157
"Q14324",345,438
"Q14324",824,934
"Q14332",34,156
"Q14353",1,236
"Q14376",1,348
"Q14392",20,628
"Q14393",261,678
"Q14397",1,625
"Q14416",1,564
"Q14444",132,251
"Q14449",106,356
"Q14449",361,419
"Q14449",433,537
"Q14451",100,186
"Q14451",415,532
"Q14457",93,135
"Q14457",141,171
"Q14457",175,450
"Q14469",27,95
"Q14493",125,223
"Q14498",73,99
"Q14498",144,332
"Q14498",417,530
"Q14511",399,563
"Q14511",799,809
"Q14524",1483,1529
"Q14524",1773,1940
"Q14527",26,39
"Q14527",51,180
"Q14534",118,574
"Q14541",103,328
"Q14549",256,325
"Q14554",29,150
"Q14558",1,351
"Q14562",1,1220
"Q14565",1,340
"Q14566",708,821
"Q14573",1,2671
"Q14587",273,469
"Q14587",495,947
"Q14596",1,85
"Q14596",365,485
"Q14596",726,738
"Q14596",913,959
"Q14623",28,202
"Q14627",1,380
"Q14653",1,123
"Q14653",137,148
"Q14653",173,427
"Q14654",1,390
"Q14657",1,143
"Q14671",828,1176
"Q14676",1,10
"Q14676",19,138
"Q14676",325,336
"Q14676",1883,2089
"Q14677",1,166
"Q14678",1080,1329
"Q14679",295,304
"Q14680",1,340
"Q14690",173,278
"Q14691",1,196
"Q14739",1,55
"Q14749",1,295
"Q14764",113,221
"Q14766",1340,1412
"Q14781",8,69
"Q14790",1,188
"Q14790",211,479
"Q14807",40,400
"Q14807",570,660
"Q14831",37,513
"Q14832",2,508
"Q14839",145,225
"Q14839",290,301
"Q14839",365,420
"Q14839",444,679
"Q14847",202,261
"Q14849",216,444
"Q14863",142,292
"Q14865",318,424
"Q14894",2,313
"Q14896",1,101
"Q14896",151,260
"Q14896",319,451
"Q14896",453,543
"Q14896",641,770
"Q14914",4,329
"Q14919",1,77
"Q14934",585,691
"Q14966",676,749
"Q14974",1,876
"Q14980",1860,1928
"Q14980",1984,2010
"Q14982",36,316
"Q14994",103,352
"Q14995",381,579
"Q14997",1,1843
"Q14999",360,460
"Q149N8",652,716
"Q149N8",1000,1418
"Q14BN4",1,140
"Q14BN4",167,226
"Q14CM0",978,1025
"Q14CW9",197,276
"Q15003",470,526
"Q15004",2,11
"Q15004",41,72
"Q15008",1,389
"Q15011",10,90
"Q15013",1,274
"Q15018",1,415
"Q15019",1,361
"Q15020",81,578
"Q15020",601,649
"Q15020",791,877
"Q15022",1,739
"Q15024",1,291
"Q15027",1,740
"Q15029",1,972
"Q15036",1,391
"Q15046",1,597
"Q15047",190,410
"Q15047",1165,1174
"Q15052",4,111
"Q15052",160,222
"Q15054",1,466
"Q15057",601,770
"Q15059",24,155
"Q15059",245,253
"Q15059",306,416
"Q15059",557,644
"Q15063",17,632
"Q15075",36,69
"Q15075",1287,1324
"Q15075",1326,1411
"Q15078",100,307
"Q15080",1,339
"Q15084",20,140
"Q15084",160,280
"Q15109",18,19
"Q15109",23,79
"Q15109",235,327
"Q15109",362,404
"Q15113",26,278
"Q15113",313,442
"Q15116",1,170
"Q15118",30,436
"Q15119",1,407
"Q15120",9,406
"Q15121",1,130
"Q15125",2,230
"Q15126",1,192
"Q15149",120,403
"Q15149",410,640
"Q15149",653,928
"Q15149",999,1482
"Q15149",1492,1530
"Q15149",4403,4606
"Q15154",1959,1972
"Q15181",1,289
"Q15185",1,125
"Q15208",62,414
"Q15223",30,345
"Q15233",53,312
"Q15256",375,655
"Q15257",1,358
"Q15262",853,1154
"Q15274",1,297
"Q15276",435,447
"Q15276",551,661
"Q15276",789,862
"Q15286",1,180
"Q15287",159,244
"Q15291",1,538
"Q15303",26,685
"Q15303",690,1029
"Q15306",23,130
"Q15311",184,446
"Q15326",154,371
"Q15326",480,602
"Q15329",124,232
"Q15363",19,114
"Q15365",14,86
"Q15365",278,356
"Q15366",11,169
"Q15366",285,359
"Q15369",1,112
"Q15370",1,118
"Q15375",32,204
"Q15375",590,899
"Q15375",919,990
"Q15382",1,184
"Q15388",140,145
"Q15389",280,498
"Q15393",1,1217
"Q15397",123,648
"Q15399",1,475
"Q15399",478,539
"Q15399",625,785
"Q15413",2597,2800
"Q15418",33,353
"Q15418",404,735
"Q15427",1,424
"Q15428",1,464
"Q15431",101,206
"Q15431",662,801
"Q15434",58,129
"Q15435",1,360
"Q15436",1,765
"Q15438",58,256
"Q15459",1,793
"Q15465",21,197
"Q15466",12,30
"Q15466",115,124
"Q15468",720,751
"Q15475",1,189
"Q15485",95,313
"Q15493",1,299
"Q15542",1,800
"Q15543",1,124
"Q15544",1,211
"Q15545",1,349
"Q15554",84,287
"Q15554",317,358
"Q15554",392,408
"Q15554",480,542
"Q15560",130,239
"Q15561",36,139
"Q15561",216,434
"Q15562",217,447
"Q15582",1,683
"Q15583",150,248
"Q15596",684,699
"Q15596",734,754
"Q15599",9,91
"Q15599",147,230
"Q15599",310,337
"Q155Q3",597,683
"Q15628",1,179
"Q15628",195,312
"Q15631",1,228
"Q15633",1,366
"Q15637",1,260
"Q15642",10,303
"Q15642",388,481
"Q15642",543,599
"Q15645",1,432
"Q15646",1,350
"Q15646",434,507
"Q15648",632,655
"Q15649",4,46
"Q15649",85,155
"Q15650",435,581
"Q15652",2157,2540
"Q15654",279,396
"Q15661",31,275
"Q15672",68,79
"Q15678",428,455
"Q15678",871,1187
"Q15691",1,268
"Q15697",37,132
"Q15700",190,283
"Q15700",418,513
"Q15717",1,186
"Q15717",241,326
"Q15744",37,61
"Q15746",405,507
"Q15746",510,601
"Q15746",1238,1338
"Q15746",1742,1761
"Q15750",1,504
"Q15751",2035,2192
"Q15751",3975,4360
"Q15758",1,541
"Q15759",1,364
"Q15762",19,250
"Q15768",27,169
"Q15771",2,184
"Q15772",864,960
"Q15782",26,390
"Q15788",257,385
"Q15788",623,710
"Q15788",741,761
"Q15788",920,974
"Q15788",1427,1441
"Q15796",217,224
"Q15796",241,467
"Q15797",201,217
"Q15797",220,233
"Q15797",248,465
"Q15811",1,111
"Q15811",210,312
"Q15811",741,840
"Q15811",916,970
"Q15811",1074,1138
"Q15811",1229,1581
"Q15813",443,527
"Q15814",25,135
"Q15814",181,346
"Q15819",1,145
"Q15822",59,265
"Q15828",29,149
"Q15831",43,347
"Q15833",1,593
"Q15835",1,25
"Q15843",1,81
"Q15848",104,244
"Q15858",1,1988
"Q15878",1867,1887
"Q15906",6,69
"Q15907",8,205
"Q15910",1,746
"Q15911",2146,2202
"Q15911",2243,2299
"Q15911",2632,2698
"Q16082",1,182
"Q16181",20,437
"Q16186",1,407
"Q16222",1,522
"Q16236",69,84
"Q16236",445,523
"Q16254",11,86
"Q16254",91,198
"Q16281",626,669
"Q16288",297,422
"Q16288",528,839
"Q16348",720,729
"Q16512",13,98
"Q16512",122,199
"Q16512",605,942
"Q16513",646,984
"Q16514",1,161
"Q16531",1,1140
"Q16539",1,360
"Q16540",1,153
"Q16543",1,378
"Q16548",1,151
"Q16552",1,155
"Q16555",1,532
"Q16566",15,340
"Q16568",76,116
"Q16570",14,43
"Q16576",1,411
"Q16584",41,108
"Q16594",1,264
"Q16595",42,210
"Q16602",22,461
"Q16611",16,190
"Q16620",278,426
"Q16620",497,519
"Q16620",527,822
"Q16621",214,293
"Q16625",383,522
"Q16627",20,93
"Q16629",11,98
"Q16630",13,235
"Q16630",276,290
"Q16630",481,550
"Q16633",1,44
"Q16637",26,62
"Q16637",82,169
"Q16637",263,294
"Q16643",1,135
"Q16643",530,551
"Q16644",33,349
"Q16647",18,500
"Q16651",45,305
"Q16654",20,411
"Q16655",26,35
"Q16655",100,114
"Q16658",1,493
"Q16659",9,327
"Q16661",97,112
"Q16663",48,113
"Q16665",238,348
"Q16665",395,413
"Q16665",549,582
"Q16665",775,826
"Q16666",192,393
"Q16666",571,766
"Q16667",1,212
"Q16674",25,131
"Q16678",51,543
"Q16690",178,384
"Q16695",1,136
"Q16696",23,494
"Q16698",34,335
"Q16718",5,116
"Q16719",1,465
"Q16740",1,277
"Q16760",216,286
"Q16760",1141,1208
"Q16763",1,222
"Q16769",1,361
"Q16772",1,222
"Q16773",1,422
"Q16774",1,197
"Q16775",49,308
"Q16778",1,126
"Q16790",83,91
"Q16790",135,399
"Q16795",40,376
"Q16820",23,614
"Q16821",1,99
"Q16827",914,1208
"Q16828",1,154
"Q16828",205,347
"Q16829",240,388
"Q16831",1,310
"Q16832",22,190
"Q16832",553,855
"Q16836",1,314
"Q16849",468,558
"Q16849",681,979
"Q16850",54,503
"Q16851",1,508
"Q16853",1,763
"Q16854",37,277
"Q16873",1,150
"Q16875",1,520
"Q16878",1,200
"Q16881",140,649
"Q17R31",5,274
"Q17R98",1,14
"Q17RS7",1,505
"Q17RY0",379,393
"Q17RY0",460,662
"Q1MX18",70,116
"Q29980",24,341
"Q29983",24,297
"Q2KHR2",85,101
"Q2M1K9",928,981
"Q2M1P5",1,398
"Q2M296",294,383
"Q2M2I8",27,365
"Q2M385",18,653
"Q2MKA7",31,146
"Q2NKJ3",716,880
"Q2NKX8",10,66
"Q2NL82",1,804
"Q2TAK8",405,538
"Q2TAY7",1,513
"Q2TBA0",314,621
"Q2TBE0",1,894
"Q2Y0W8",54,397
"Q2YD98",390,434
"Q30154",30,221
"Q30201",23,297
"Q32MZ4",162,249
"Q3KP22",1,49
"Q3MIT2",1,529
"Q3SYG4",1,407
"Q3T906",134,305
"Q3V6T2",1672,1702
"Q3YBR2",179,324
"Q3ZCW2",38,172
"Q460N3",295,470
"Q460N3",481,678
"Q460N5",784,1196
"Q460N5",1208,1388
"Q460N5",1610,1801
"Q495A1",20,137
"Q495M9",295,380
"Q495M9",388,461
"Q496J9",456,574
"Q49A26",152,225
"Q49A26",261,553
"Q49AH0",27,187
"Q4FZB7",63,335
"Q4G0J3",1,208
"Q4G0J3",445,561
"Q4G0P3",182,296
"Q4G0P3",459,563
"Q4G0W2",1,176
"Q4KMG0",826,924
"Q4U2R6",1,128
"Q4VC44",595,674
"Q4VCS5",272,293
"Q504Y3",21,78
"Q52LA3",15,34
"Q52LA3",52,116
"Q53EL6",157,469
"Q53ET0",18,50
"Q53EZ4",160,217
"Q53FA7",1,332
"Q53FT3",1,197
"Q53G59",267,567
"Q53GL0",148,170
"Q53GL7",10,100
"Q53GL7",809,1017
"Q53GS7",382,698
"Q53GS9",1,565
"Q53H47",15,303
"Q53H47",446,684
"Q53H82",1,288
"Q53HL2",15,78
"Q53HL2",207,280
"Q53QZ3",262,473
"Q53S33",27,107
"Q53SF7",144,221
"Q53TN4",1,286
"Q56A73",36,249
"Q58EX2",580,687
"Q58EX2",884,1093
"Q58EX2",1280,1397
"Q58F21",21,137
"Q58WW2",9,21
"Q59H18",402,730
"Q5D1E8",112,334
"Q5FBB7",2,6
"Q5FBB7",51,96
"Q5FBB7",445,463
"Q5FWF4",515,529
"Q5FWF4",948,1067
"Q5FWF4",1069,1079
"Q5FWF5",599,836
"Q5GJ75",109,292
"Q5H9F3",1594,1711
"Q5IJ48",4,9
"Q5JRA6",1796,1808
"Q5JRX3",33,1037
"Q5JS13",23,289
"Q5JS54",1,123
"Q5JSP0",605,703
"Q5JSS6",1,88
"Q5JST6",71,190
"Q5JTC6",325,335
"Q5JTC6",365,375
"Q5JTC6",496,508
"Q5JTJ3",47,125
"Q5JTV8",356,583
"Q5JTZ9",783,985
"Q5JU85",729,1099
"Q5JUX0",45,258
"Q5JVF3",201,399
"Q5JVG2",379,579
"Q5JVG2",603,747
"Q5JVG2",771,803
"Q5KU26",603,742
"Q5MJ70",61,213
"Q5MNZ6",8,344
"Q5QNW6",34,125
"Q5R372",507,815
"Q5RKV6",1,272
"Q5S007",904,941
"Q5S007",1333,1516
"Q5S007",2142,2527
"Q5SQI0",1,236
"Q5SRE5",1,1749
"Q5SRE7",1,291
"Q5SSJ5",153,237
"Q5SW79",1,126
"Q5SW96",252,267
"Q5SWA1",631,701
"Q5SYB0",54,136
"Q5SYB0",901,938
"Q5SZQ8",90,178
"Q5T0T0",70,136
"Q5T0W9",117,294
"Q5T1C6",37,240
"Q5T1V6",94,146
"Q5T280",64,376
"Q5T2D3",52,209
"Q5T2T1",4,7
"Q5T2T1",9,124
"Q5T2T1",135,225
"Q5T2W1",132,224
"Q5T2W1",374,461
"Q5T440",31,356
"Q5T4F4",341,411
"Q5T4W7",108,220
"Q5T5U3",47,159
"Q5T5U3",930,1097
"Q5T5X7",236,347
"Q5T5Y3",1462,1602
"Q5T653",1,305
"Q5T6F0",45,57
"Q5T6S3",38,95
"Q5T7N2",235,321
"Q5T890",26,92
"Q5T8D3",41,136
"Q5T8I9",14,262
"Q5TA45",491,600
"Q5TA50",1,214
"Q5TAQ9",153,165
"Q5TAX3",253,723
"Q5TB30",11,108
"Q5TBB1",2,233
"Q5TBB1",290,312
"Q5TC82",88,407
"Q5TCQ9",576,666
"Q5TCX8",115,451
"Q5TCY1",1,343
"Q5TCZ1",168,224
"Q5TCZ1",268,325
"Q5TCZ1",842,908
"Q5TCZ1",1072,1133
"Q5TD97",222,284
"Q5TDH0",1,76
"Q5TDH0",116,360
"Q5TFQ8",30,148
"Q5THR3",1160,1260
"Q5TKA1",333,450
"Q5U5Q3",221,306
"Q5U5Q3",320,396
"Q5U5Q3",605,659
"Q5U651",134,285
"Q5VST9",9,103
"Q5VST9",110,203
"Q5VST9",1623,1712
"Q5VST9",2735,3100
"Q5VST9",3184,3273
"Q5VST9",3361,3897
"Q5VST9",4247,4524
"Q5VST9",5601,5668
"Q5VT06",2473,2581
"Q5VT52",19,149
"Q5VT66",53,128
"Q5VT66",131,336
"Q5VTR2",906,975
"Q5VUG0",182,295
"Q5VV17",287,437
"Q5VV41",622,687
"Q5VV43",329,428
"Q5VVJ2",117,181
"Q5VVJ2",367,470
"Q5VVQ6",132,314
"Q5VVX9",1,150
"Q5VVY1",58,278
"Q5VW32",1,411
"Q5VWG9",1,929
"Q5VWK5",1,317
"Q5VWZ2",1,237
"Q5VY80",29,203
"Q5VYS8",963,1365
"Q5VYX0",1,342
"Q5VZF2",7,82
"Q5VZF2",167,257
"Q5VZK9",961,1078
"Q5VZV1",22,264
"Q5W0Z9",5,299
"Q5XPI4",1247,1304
"Q5XUX0",66,539
"Q63HK5",202,303
"Q63HR2",1135,1249
"Q63HR2",1263,1409
"Q63ZY3",578,832
"Q658P3",1,215
"Q66GS9",82,144
"Q66K64",1,600
"Q676U5",1,31
"Q676U5",303,607
"Q687X5",1,459
"Q68CZ1",595,737
"Q68CZ6",154,162
"Q68D10",571,685
"Q68D85",25,262
"Q68DC2",771,840
"Q68DK7",212,267
"Q68DK7",473,520
"Q68DU8",16,124
"Q68DU8",126,286
"Q68DV7",44,198
"Q68E01",1,501
"Q68J44",2,220
"Q69YH5",383,441
"Q69YH5",581,601
"Q6B0I6",1,354
"Q6B8I1",1,185
"Q6DD88",21,442
"Q6DN12",504,629
"Q6DN90",512,885
"Q6E0U4",251,262
"Q6EIG7",64,209
"Q6EKJ0",107,192
"Q6FI13",1,130
"Q6FI81",1,172
"Q6GPH4",251,301
"Q6GQQ9",129,438
"Q6GTX8",22,123
"Q6H8Q1",72,140
"Q6H8Q1",212,271
"Q6H8Q1",545,611
"Q6IA69",1,706
"Q6IAA8",1,161
"Q6IBS0",6,137
"Q6IBS0",179,313
"Q6ICB0",1,168
"Q6IEG0",53,87
"Q6IMI6",1,304
"Q6IMN6",199,329
"Q6IMN6",996,1127
"Q6IN85",1,117
"Q6IQ20",1,393
"Q6IQ22",36,208
"Q6IQ49",93,126
"Q6ISB3",217,492
"Q6ISU1",17,135
"Q6L8Q7",154,609
"Q6MZP7",515,646
"Q6MZZ7",515,669
"Q6N021",1129,1480
"Q6N021",1844,1936
"Q6NS38",56,261
"Q6NT76",233,350
"Q6NTF7",1,181
"Q6NUJ5",475,590
"Q6NUK1",1,193
"Q6NVY1",32,386
"Q6NW40",50,136
"Q6NW40",169,410
"Q6NXG1",310,419
"Q6NXG1",438,539
"Q6NXT2",1,135
"Q6NYC1",1,343
"Q6NZ36",140,180
"Q6NZY4",285,324
"Q6NZY4",659,707
"Q6P0N0",877,936
"Q6P0Q8",1099,1193
"Q6P161",1,138
"Q6P179",1,960
"Q6P1J9",1,111
"Q6P1K2",31,205
"Q6P1L8",1,145
"Q6P1M3",12,978
"Q6P1N9",5,295
"Q6P1X5",1,1199
"Q6P2H3",570,656
"Q6P2P2",127,845
"Q6P2Q9",1,2335
"Q6P3S1",1,410
"Q6P3W2",1,149
"Q6P4F2",69,174
"Q6P4F7",1,253
"Q6P4Q7",359,511
"Q6P4Q7",545,730
"Q6P4R8",40,170
"Q6P4R8",370,495
"Q6P587",1,224
"Q6P589",24,184
"Q6P5Q4",1,547
"Q6P6C2",66,294
"Q6P988",38,496
"Q6PCD5",425,774
"Q6PCT2",31,153
"Q6PD62",1,249
"Q6PD62",301,1173
"Q6PH85",62,259
"Q6PHR2",2,277
"Q6PHR2",359,449
"Q6PHW0",32,289
"Q6PI26",1,96
"Q6PI48",41,645
"Q6PIF6",1601,2116
"Q6PIW4",341,674
"Q6PJG6",268,273
"Q6PJP8",676,1040
"Q6PKG0",873,1023
"Q6PL18",981,1108
"Q6PML9",124,217
"Q6R327",1,1018
"Q6SZW1",387,700
"Q6TDP4",339,625
"Q6TGC4",1,13
"Q6TGC4",441,449
"Q6UVW9",46,174
"Q6UW63",20,130
"Q6UW88",49,108
"Q6UWN8",21,80
"Q6UWP2",1,256
"Q6UWV6",17,433
"Q6UWW0",19,177
"Q6UWY2",34,283
"Q6UWZ7",399,409
"Q6UX04",1,472
"Q6UXL0",30,231
"Q6UXN8",110,241
"Q6UXV0",20,352
"Q6V1X1",1,898
"Q6VAB6",634,950
"Q6VMQ6",938,981
"Q6VVX0",32,501
"Q6W2J9",498,514
"Q6W2J9",1176,1207
"Q6W2J9",1634,1748
"Q6WKZ4",1216,1283
"Q6XQN6",1,538
"Q6XZF7",246,301
"Q6XZF7",1278,1355
"Q6XZF7",1510,1577
"Q6Y7W6",35,105
"Q6YHU6",796,807
"Q6YN16",1,293
"Q6ZMI3",301,551
"Q6ZMJ4",21,193
"Q6ZMT1",296,411
"Q6ZMT4",1,488
"Q6ZMU5",278,470
"Q6ZN17",24,111
"Q6ZN18",209,503
"Q6ZN44",1,303
"Q6ZNA4",927,994
"Q6ZNE5",429,443
"Q6ZNL6",889,1304
"Q6ZNX1",46,74
"Q6ZRS2",1,3230
"Q6ZRY4",27,117
"Q6ZSG1",255,346
"Q6ZT98",36,518
"Q6ZUJ8",7,142
"Q6ZUM4",491,613
"Q6ZVK8",26,179
"Q6ZVN8",35,145
"Q6ZW33",534,683
"Q6ZW49",860,1069
"Q6ZW76",421,490
"Q6ZWB6",201,322
"Q6ZWJ1",498,530
"Q6ZYL4",1,71
"Q709F0",353,780
"Q70CQ3",64,357
"Q70CQ3",432,502
"Q70E73",240,520
"Q70Z35",219,377
"Q712K3",1,202
"Q719H9",29,132
"Q71DI3",1,136
"Q71RC2",13,26
"Q71RC2",111,287
"Q71SY5",391,553
"Q71U36",1,437
"Q71U36",444,451
"Q71UI9",1,128
"Q76I76",305,448
"Q76LX8",79,685
"Q76N89",948,1056
"Q7KZ85",1,1726
"Q7KZF4",16,910
"Q7KZI7",39,364
"Q7L0J3",81,90
"Q7L0Q8",32,230
"Q7L0Y3",203,403
"Q7L1T6",50,137
"Q7L1T6",164,521
"Q7L266",1,308
"Q7L273",89,191
"Q7L2E3",42,147
"Q7L2H7",1,374
"Q7L2J0",400,689
"Q7L513",169,264
"Q7L523",1,313
"Q7L576",1,1253
"Q7L5D6",23,305
"Q7L5N1",1,327
"Q7L5Y1",1,440
"Q7L804",409,512
"Q7L8A9",1,315
"Q7L8C5",155,279
"Q7LBC6",1380,1720
"Q7LBR1",1,199
"Q7LDG7",1,394
"Q7LDG7",417,497
"Q7LFL8",254,306
"Q7LG56",1,351
"Q7RTN6",59,431
"Q7RTP6",518,625
"Q7RTP6",1841,1990
"Q7RTV0",1,110
"Q7Z2E3",15,116
"Q7Z2E3",179,356
"Q7Z2W4",2,227
"Q7Z2W4",724,896
"Q7Z2W9",1,205
"Q7Z2Z2",1,1120
"Q7Z353",435,501
"Q7Z3B1",38,324
"Q7Z3B3",585,598
"Q7Z3B4",1,507
"Q7Z3K3",370,405
"Q7Z3K3",1370,1404
"Q7Z3T8",1,22
"Q7Z3T8",733,820
"Q7Z3Z2",19,153
"Q7Z406",1,799
"Q7Z434",1,100
"Q7Z434",433,468
"Q7Z434",502,508
"Q7Z460",1,257
"Q7Z460",284,552
"Q7Z494",2,7
"Q7Z4H3",1,204
"Q7Z4H4",129,147
"Q7Z4I7",11,73
"Q7Z4S6",938,1017
"Q7Z4S6",1146,1167
"Q7Z4V5",1,93
"Q7Z4W1",1,244
"Q7Z589",1,139
"Q7Z5K2",1,33
"Q7Z5K2",631,1190
"Q7Z5Q5",194,859
"Q7Z5R6",1,32
"Q7Z5W3",14,284
"Q7Z624",61,323
"Q7Z628",149,501
"Q7Z698",1,124
"Q7Z699",13,131
"Q7Z6A9",26,137
"Q7Z6B0",2,16
"Q7Z6E9",1,81
"Q7Z6E9",159,206
"Q7Z6E9",249,335
"Q7Z6E9",554,568
"Q7Z6G8",808,946
"Q7Z6G8",1042,1194
"Q7Z6J2",97,192
"Q7Z6K3",1,402
"Q7Z6K4",1,114
"Q7Z6K5",211,222
"Q7Z6L1",573,610
"Q7Z6M4",47,381
"Q7Z6V5",20,185
"Q7Z6Z7",1317,1356
"Q7Z6Z7",1611,1700
"Q7Z6Z7",1969,1994
"Q7Z6Z7",2951,3003
"Q7Z6Z7",3951,4374
"Q7Z7C8",1,310
"Q7Z7D3",30,148
"Q7Z7E8",247,414
"Q7Z7F0",227,338
"Q7Z7F7",1,128
"Q7Z7H8",1,261
"Q86SE8",14,122
"Q86SE9",1,109
"Q86SF2",61,657
"Q86SG5",1,101
"Q86SR1",40,603
