"Uniprot_ID","Start_Coverage_IDR","End_Coverage_IDR","Sequence_Length","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","Start_Coverage_FD","End_Coverage_FD","IDR_Length","FD_Length"
"P08842",350,371,583,0,0,1,NA,NA,NA,21,NA
"Q5JTZ9",14,39,985,0,0,1,NA,NA,NA,25,NA
"O75674",154,183,476,0,0,1,NA,NA,NA,29,NA
"O75674",292,360,476,0,0,1,NA,NA,NA,68,NA
"O75674",416,437,476,0,0,1,NA,NA,NA,21,NA
"Q15833",444,469,593,0,0,1,NA,NA,NA,25,NA
"Q96EB6",1,139,747,1,0,0,4,143,516,138,373
"Q96EB6",157,182,747,0,0,1,NA,NA,NA,25,NA
"Q96EB6",512,621,747,0,0,1,NA,NA,NA,109,NA
"Q96EB6",661,747,747,0,1,0,-4,641,665,86,24
"Q14186",70,117,410,0,0,1,NA,NA,NA,47,NA
"Q14186",350,410,410,0,1,0,0,199,350,60,151
"Q9NYJ8",86,454,693,0,0,1,NA,NA,NA,368,NA
"Q9NYJ8",562,587,693,0,0,1,NA,NA,NA,25,NA
"Q9NYJ8",639,664,693,0,0,1,NA,NA,NA,25,NA
"Q9NP92",116,136,439,0,0,1,NA,NA,NA,20,NA
"P15907",56,102,406,0,0,1,NA,NA,NA,46,NA
"Q8NFQ8",1,201,470,1,0,0,32,233,470,200,237
"Q8NAT2",93,119,981,0,0,1,NA,NA,NA,26,NA
"Q8NAT2",787,914,981,0,0,1,NA,NA,NA,127,NA
"Q15831",309,333,433,0,0,1,NA,NA,NA,24,NA
"Q15831",367,433,433,0,1,0,20,43,347,66,304
"Q01196",1,29,453,1,0,0,21,50,183,28,133
"Q01196",167,330,453,0,0,1,NA,NA,NA,163,NA
"Q01196",352,371,453,0,0,1,NA,NA,NA,19,NA
"Q01196",390,453,453,0,1,0,207,50,183,63,133
"P52655",65,115,376,0,0,1,NA,NA,NA,50,NA
"P52655",235,332,376,0,0,1,NA,NA,NA,97,NA
"Q13485",159,305,552,0,0,1,NA,NA,NA,146,NA
"Q15388",27,55,145,0,0,1,NA,NA,NA,28,NA
"Q9NU19",1,59,505,1,0,0,119,178,505,58,327
"Q9NU19",102,151,505,0,0,1,NA,NA,NA,49,NA
"Q15046",1,76,597,1,0,0,-75,1,597,75,596
"Q15046",577,597,597,0,1,0,-20,1,597,20,596
"Q14493",1,133,270,1,0,0,-8,125,223,132,98
"Q14493",160,179,270,0,0,1,NA,NA,NA,19,NA
"Q14493",202,248,270,0,0,1,NA,NA,NA,46,NA
"O00422",1,23,153,1,0,0,-17,6,149,22,143
"Q8IUC6",159,390,712,0,0,1,NA,NA,NA,231,NA
"Q8IUC6",602,712,712,0,1,0,57,387,545,110,158
"Q9NTG7",44,82,399,0,0,1,NA,NA,NA,38,NA
"Q9Y4E8",215,240,981,0,0,1,NA,NA,NA,25,NA
"Q9Y4E8",623,707,981,0,0,1,NA,NA,NA,84,NA
"Q9Y4E8",942,981,981,0,1,0,-9,786,951,39,165
"P04275",2502,2525,2813,0,0,1,NA,NA,NA,23,NA
"P63252",382,427,427,0,1,0,-45,422,427,45,5
"Q8NEZ4",1,121,4911,1,0,0,221,342,439,120,97
"Q8NEZ4",161,206,4911,0,0,1,NA,NA,NA,45,NA
"Q8NEZ4",547,599,4911,0,0,1,NA,NA,NA,52,NA
"Q8NEZ4",669,689,4911,0,0,1,NA,NA,NA,20,NA
"Q8NEZ4",720,917,4911,0,0,1,NA,NA,NA,197,NA
"Q8NEZ4",1211,1326,4911,0,0,1,NA,NA,NA,115,NA
"Q8NEZ4",1400,1435,4911,0,0,1,NA,NA,NA,35,NA
"Q8NEZ4",1456,1489,4911,0,0,1,NA,NA,NA,33,NA
"Q8NEZ4",1528,1636,4911,0,0,1,NA,NA,NA,108,NA
"Q8NEZ4",1684,2549,4911,0,0,1,NA,NA,NA,865,NA
"Q8NEZ4",2568,2727,4911,0,0,1,NA,NA,NA,159,NA
"Q8NEZ4",2778,2969,4911,0,0,1,NA,NA,NA,191,NA
"Q8NEZ4",2988,3088,4911,0,0,1,NA,NA,NA,100,NA
"Q8NEZ4",3133,3179,4911,0,0,1,NA,NA,NA,46,NA
"Q8NEZ4",3203,3257,4911,0,0,1,NA,NA,NA,54,NA
"Q8NEZ4",3270,4079,4911,0,0,1,NA,NA,NA,809,NA
"Q8NEZ4",4163,4182,4911,0,0,1,NA,NA,NA,19,NA
"Q8NEZ4",4250,4274,4911,0,0,1,NA,NA,NA,24,NA
"Q14653",87,191,427,0,0,1,NA,NA,NA,104,NA
"Q8IX03",251,272,1113,0,0,1,NA,NA,NA,21,NA
"Q8IX03",420,461,1113,0,0,1,NA,NA,NA,41,NA
"Q8IX03",508,551,1113,0,0,1,NA,NA,NA,43,NA
"Q8IX03",821,982,1113,0,0,1,NA,NA,NA,161,NA
"Q8IX03",1053,1113,1113,0,1,0,268,638,785,60,147
"P16871",328,356,459,0,0,1,NA,NA,NA,28,NA
"P48163",1,20,572,1,0,0,-19,1,572,19,571
"O00482",1,38,541,1,0,0,41,79,187,37,108
"O00482",241,260,541,0,0,1,NA,NA,NA,19,NA
"O00329",285,313,1044,0,0,1,NA,NA,NA,28,NA
"O15530",24,82,556,0,0,1,NA,NA,NA,58,NA
"O15530",389,409,556,0,0,1,NA,NA,NA,20,NA
"Q9ULU4",1,66,1186,1,0,0,7,73,406,65,333
"Q9ULU4",410,549,1186,0,0,1,NA,NA,NA,139,NA
"Q9ULU4",575,904,1186,0,0,1,NA,NA,NA,329,NA
"Q9ULU4",1058,1186,1186,0,1,0,-15,949,1073,128,124
"Q9Y5S2",457,486,1711,0,0,1,NA,NA,NA,29,NA
"Q9Y5S2",518,541,1711,0,0,1,NA,NA,NA,23,NA
"Q9Y5S2",588,613,1711,0,0,1,NA,NA,NA,25,NA
"Q9Y5S2",965,1023,1711,0,0,1,NA,NA,NA,58,NA
"Q9Y5S2",1567,1711,1711,0,1,0,1150,1,417,144,416
"Q9NPJ4",1,115,139,1,0,0,-114,1,121,114,120
"O95168",1,29,129,1,0,0,-27,2,129,28,127
"Q9BYH1",28,270,1024,0,0,1,NA,NA,NA,242,NA
"Q9UHB9",1,54,627,1,0,0,-7,47,254,53,207
"O15198",168,252,467,0,0,1,NA,NA,NA,84,NA
"Q93038",239,262,417,0,0,1,NA,NA,NA,23,NA
"Q93038",308,331,417,0,0,1,NA,NA,NA,23,NA
"Q96L92",1,43,541,1,0,0,-3,40,135,42,95
"P50991",1,30,539,1,0,0,-29,1,539,29,538
"Q13043",1,21,487,1,0,0,-19,2,311,20,309
"Q13043",300,394,487,0,0,1,NA,NA,NA,94,NA
"Q13043",407,426,487,0,0,1,NA,NA,NA,19,NA
"Q13043",463,487,487,0,1,0,-17,432,480,24,48
"Q9Y5X1",83,211,595,0,0,1,NA,NA,NA,128,NA
"Q96A49",1,50,352,1,0,0,80,130,216,49,86
"Q96A49",219,272,352,0,0,1,NA,NA,NA,53,NA
"Q96A49",325,352,352,0,1,0,109,130,216,27,86
"Q8IXJ6",1,35,389,1,0,0,-34,1,356,34,355
"Q8IXJ6",347,389,389,0,1,0,-9,1,356,42,355
"Q9UK55",21,69,444,0,0,1,NA,NA,NA,48,NA
"P26038",295,577,577,0,1,0,-51,1,346,282,345
"Q9NZM1",119,177,2061,0,0,1,NA,NA,NA,58,NA
"Q9NZM1",322,344,2061,0,0,1,NA,NA,NA,22,NA
"Q9NZM1",923,974,2061,0,0,1,NA,NA,NA,51,NA
"Q9NZM1",1019,1043,2061,0,0,1,NA,NA,NA,24,NA
"Q9NZM1",1975,2005,2061,0,0,1,NA,NA,NA,30,NA
"Q9NQX4",1239,1284,1742,0,0,1,NA,NA,NA,45,NA
"Q9Y3U8",1,37,105,1,0,0,-36,1,105,36,104
"Q92878",527,550,1312,0,0,1,NA,NA,NA,23,NA
"P07998",25,57,156,0,0,1,NA,NA,NA,32,NA
"Q9NP72",180,206,206,0,1,0,-2,1,182,26,181
"Q8IUF8",1,22,465,1,0,0,4,26,465,21,439
"Q9UKL0",1,126,485,1,0,0,-122,4,485,125,481
"Q9UKL0",239,321,485,0,0,1,NA,NA,NA,82,NA
"Q9UKL0",440,485,485,0,1,0,-45,4,485,45,481
"Q05823",1,23,741,1,0,0,-22,1,719,22,718
"Q05823",715,741,741,0,1,0,-4,1,719,26,718
"Q99594",1,38,435,1,0,0,181,219,435,37,216
"Q99594",164,199,435,0,0,1,NA,NA,NA,35,NA
"Q9Y6A5",1,537,838,1,0,0,-19,518,567,536,49
"Q9Y6A5",563,598,838,0,0,1,NA,NA,NA,35,NA
"Q9Y6A5",610,633,838,0,0,1,NA,NA,NA,23,NA
"Q9Y4P9",113,177,236,0,0,1,NA,NA,NA,64,NA
"P34925",1,25,607,1,0,0,268,293,607,24,314
"P34925",42,63,607,0,0,1,NA,NA,NA,21,NA
"P34925",263,298,607,0,0,1,NA,NA,NA,35,NA
"Q15413",1757,1788,4870,0,0,1,NA,NA,NA,31,NA
"Q15413",2698,2721,4870,0,0,1,NA,NA,NA,23,NA
"Q15413",3330,3357,4870,0,0,1,NA,NA,NA,27,NA
"Q15413",3532,3554,4870,0,0,1,NA,NA,NA,22,NA
"Q15413",3574,3619,4870,0,0,1,NA,NA,NA,45,NA
"Q15413",4099,4137,4870,0,0,1,NA,NA,NA,38,NA
"Q15413",4288,4363,4870,0,0,1,NA,NA,NA,75,NA
"P28289",30,65,359,0,0,1,NA,NA,NA,35,NA
"P28289",167,192,359,0,0,1,NA,NA,NA,25,NA
"Q8IY92",18,50,1834,0,0,1,NA,NA,NA,32,NA
"Q8IY92",65,263,1834,0,0,1,NA,NA,NA,198,NA
"Q8IY92",371,435,1834,0,0,1,NA,NA,NA,64,NA
"Q8IY92",448,479,1834,0,0,1,NA,NA,NA,31,NA
"Q8IY92",494,529,1834,0,0,1,NA,NA,NA,35,NA
"Q8IY92",556,642,1834,0,0,1,NA,NA,NA,86,NA
"Q8IY92",819,1751,1834,0,0,1,NA,NA,NA,932,NA
"Q8IY92",1814,1834,1834,0,1,0,789,1014,1025,20,11
"P13726",113,134,295,0,0,1,NA,NA,NA,21,NA
"O15119",78,104,743,0,0,1,NA,NA,NA,26,NA
"O15119",298,478,743,0,0,1,NA,NA,NA,180,NA
"O15119",683,743,743,0,1,0,372,99,311,60,212
"Q15796",19,39,467,0,0,1,NA,NA,NA,20,NA
"Q15796",191,257,467,0,0,1,NA,NA,NA,66,NA
"P02686",1,304,304,1,0,0,-87,217,242,303,25
"P46013",97,201,3256,0,0,1,NA,NA,NA,104,NA
"P46013",264,437,3256,0,0,1,NA,NA,NA,173,NA
"P46013",456,635,3256,0,0,1,NA,NA,NA,179,NA
"P46013",672,713,3256,0,0,1,NA,NA,NA,41,NA
"P46013",816,897,3256,0,0,1,NA,NA,NA,81,NA
"P46013",942,1549,3256,0,0,1,NA,NA,NA,607,NA
"P46013",1595,3256,3256,0,1,0,1059,496,536,1661,40
"O00180",308,336,336,0,1,0,20,19,288,28,269
"O00459",44,122,728,0,0,1,NA,NA,NA,78,NA
"O00459",190,213,728,0,0,1,NA,NA,NA,23,NA
"O00459",251,329,728,0,0,1,NA,NA,NA,78,NA
"Q9Y639",363,398,398,0,1,0,-35,146,398,35,252
"Q06190",352,379,1150,0,0,1,NA,NA,NA,27,NA
"Q06190",419,440,1150,0,0,1,NA,NA,NA,21,NA
"Q06190",642,696,1150,0,0,1,NA,NA,NA,54,NA
"Q06190",1099,1150,1150,0,1,0,29,786,1070,51,284
"P19838",359,453,968,0,0,1,NA,NA,NA,94,NA
"P19838",892,925,968,0,0,1,NA,NA,NA,33,NA
"P19838",946,968,968,0,1,0,53,806,893,22,87
"O00541",292,317,588,0,0,1,NA,NA,NA,25,NA
"O00541",419,529,588,0,0,1,NA,NA,NA,110,NA
"O00541",562,588,588,0,1,0,148,322,414,26,92
"Q6IQ22",1,41,244,1,0,0,-5,36,208,40,172
"Q6IQ22",223,244,244,0,1,0,15,36,208,21,172
"Q8WWW0",1,118,418,1,0,0,247,365,418,117,53
"Q13332",409,433,1948,0,0,1,NA,NA,NA,24,NA
"Q13332",507,544,1948,0,0,1,NA,NA,NA,37,NA
"Q13332",659,678,1948,0,0,1,NA,NA,NA,19,NA
"Q13332",697,727,1948,0,0,1,NA,NA,NA,30,NA
"Q13332",1307,1365,1948,0,0,1,NA,NA,NA,58,NA
"Q9HAU5",1,167,1272,1,0,0,-46,121,757,166,636
"Q9HAU5",370,392,1272,0,0,1,NA,NA,NA,22,NA
"Q9HAU5",417,456,1272,0,0,1,NA,NA,NA,39,NA
"Q9HAU5",485,561,1272,0,0,1,NA,NA,NA,76,NA
"Q9HAU5",1011,1107,1272,0,0,1,NA,NA,NA,96,NA
"Q9HAU5",1144,1173,1272,0,0,1,NA,NA,NA,29,NA
"Q9HAU5",1197,1272,1272,0,1,0,-1,1105,1198,75,93
"Q86U06",1,162,439,1,0,0,-14,148,248,161,100
"Q5JS13",285,418,557,0,0,1,NA,NA,NA,133,NA
"Q9BTD8",1,34,480,1,0,0,-33,1,480,33,479
"Q9BTD8",172,235,480,0,0,1,NA,NA,NA,63,NA
"Q9BTD8",318,356,480,0,0,1,NA,NA,NA,38,NA
"Q14498",1,150,530,1,0,0,-6,144,332,149,188
"Q9BSI4",210,289,451,0,0,1,NA,NA,NA,79,NA
"Q9BSI4",320,348,451,0,0,1,NA,NA,NA,28,NA
"Q9BSI4",394,414,451,0,0,1,NA,NA,NA,20,NA
"Q9BSI4",431,451,451,0,1,0,155,257,276,20,19
"P42224",679,699,750,0,0,1,NA,NA,NA,20,NA
"Q9Y265",1,27,456,1,0,0,-26,1,456,26,455
"Q92854",676,709,862,0,0,1,NA,NA,NA,33,NA
"Q92854",793,846,862,0,0,1,NA,NA,NA,53,NA
"Q9BXU0",1,40,123,1,0,0,9,49,123,39,74
"O15031",892,924,1838,0,0,1,NA,NA,NA,32,NA
"O15031",1148,1167,1838,0,0,1,NA,NA,NA,19,NA
"O15031",1593,1612,1838,0,0,1,NA,NA,NA,19,NA
"Q15149",111,181,4684,0,0,1,NA,NA,NA,70,NA
"Q15149",1481,1500,4684,0,0,1,NA,NA,NA,19,NA
"Q15149",1510,1582,4684,0,0,1,NA,NA,NA,72,NA
"Q15149",1600,1669,4684,0,0,1,NA,NA,NA,69,NA
"Q15149",1707,1768,4684,0,0,1,NA,NA,NA,61,NA
"Q15149",1789,1868,4684,0,0,1,NA,NA,NA,79,NA
"Q15149",1906,1931,4684,0,0,1,NA,NA,NA,25,NA
"Q15149",2088,2144,4684,0,0,1,NA,NA,NA,56,NA
"Q15149",2159,2309,4684,0,0,1,NA,NA,NA,150,NA
"Q15149",2475,2512,4684,0,0,1,NA,NA,NA,37,NA
"Q15149",2530,2557,4684,0,0,1,NA,NA,NA,27,NA
"Q15149",2664,2726,4684,0,0,1,NA,NA,NA,62,NA
"Q15149",2741,2789,4684,0,0,1,NA,NA,NA,48,NA
"Q15149",3305,3335,4684,0,0,1,NA,NA,NA,30,NA
"Q15149",3691,3722,4684,0,0,1,NA,NA,NA,31,NA
"Q15149",4375,4420,4684,0,0,1,NA,NA,NA,45,NA
"Q15149",4610,4684,4684,0,1,0,4,4403,4606,74,203
"O75928",569,621,621,0,1,0,81,147,488,52,341
"P54368",17,89,228,0,0,1,NA,NA,NA,72,NA
"Q13163",113,147,448,0,0,1,NA,NA,NA,34,NA
"P13725",161,186,252,0,0,1,NA,NA,NA,25,NA
"P13725",209,252,252,0,1,0,-3,26,212,43,186
"P30989",1,23,418,1,0,0,-3,20,418,22,398
"P30989",391,418,418,0,1,0,-27,20,418,27,398
"Q8IYW5",121,179,571,0,0,1,NA,NA,NA,58,NA
"Q8IYW5",191,297,571,0,0,1,NA,NA,NA,106,NA
"Q8IYW5",328,571,571,0,1,0,134,1,194,243,193
"Q9ULW5",1,57,256,1,0,0,-1,56,233,56,177
"P04049",218,335,648,0,0,1,NA,NA,NA,117,NA
"Q15109",155,190,404,0,0,1,NA,NA,NA,35,NA
"Q15109",195,214,404,0,0,1,NA,NA,NA,19,NA
"Q15109",297,336,404,0,0,1,NA,NA,NA,39,NA
"Q15109",365,404,404,0,1,0,38,235,327,39,92
"A7KAX9",28,67,2087,0,0,1,NA,NA,NA,39,NA
"A7KAX9",646,1385,2087,0,0,1,NA,NA,NA,739,NA
"A7KAX9",1454,1473,2087,0,0,1,NA,NA,NA,19,NA
"A7KAX9",1502,1553,2087,0,0,1,NA,NA,NA,51,NA
"A7KAX9",1581,1617,2087,0,0,1,NA,NA,NA,36,NA
"A7KAX9",1754,1778,2087,0,0,1,NA,NA,NA,24,NA
"A7KAX9",1793,2003,2087,0,0,1,NA,NA,NA,210,NA
"A7KAX9",2028,2060,2087,0,0,1,NA,NA,NA,32,NA
"P47914",1,159,159,1,0,0,-158,1,159,158,158
"P28347",1,36,426,1,0,0,-9,27,104,35,77
"P28347",83,120,426,0,0,1,NA,NA,NA,37,NA
"P28347",144,175,426,0,0,1,NA,NA,NA,31,NA
"O76094",525,671,671,0,1,0,-143,512,668,146,156
"P07437",408,444,444,0,1,0,-36,1,444,36,443
"Q9Y3R4",266,292,380,0,0,1,NA,NA,NA,26,NA
"Q53GL0",1,26,409,1,0,0,122,148,170,25,22
"Q53GL0",80,108,409,0,0,1,NA,NA,NA,28,NA
"Q53GL0",145,306,409,0,0,1,NA,NA,NA,161,NA
"Q53GL0",323,368,409,0,0,1,NA,NA,NA,45,NA
"Q53GL0",384,409,409,0,1,0,214,148,170,25,22
"Q16821",1,64,1122,1,0,0,-63,1,99,63,98
"Q16821",258,357,1122,0,0,1,NA,NA,NA,99,NA
"Q16821",372,474,1122,0,0,1,NA,NA,NA,102,NA
"Q16821",494,518,1122,0,0,1,NA,NA,NA,24,NA
"Q16821",637,675,1122,0,0,1,NA,NA,NA,38,NA
"Q16821",735,785,1122,0,0,1,NA,NA,NA,50,NA
"Q16821",818,841,1122,0,0,1,NA,NA,NA,23,NA
"Q16821",887,924,1122,0,0,1,NA,NA,NA,37,NA
"Q16821",942,988,1122,0,0,1,NA,NA,NA,46,NA
"Q16821",1024,1063,1122,0,0,1,NA,NA,NA,39,NA
"Q6ZNA4",62,809,994,0,0,1,NA,NA,NA,747,NA
"Q6ZSG1",20,93,346,0,0,1,NA,NA,NA,73,NA
"Q6ZSG1",120,151,346,0,0,1,NA,NA,NA,31,NA
"Q6ZSG1",266,292,346,0,0,1,NA,NA,NA,26,NA
"P26045",361,402,913,0,0,1,NA,NA,NA,41,NA
"P26045",417,502,913,0,0,1,NA,NA,NA,85,NA
"Q5U651",1,142,963,1,0,0,-8,134,285,141,151
"Q5U651",262,365,963,0,0,1,NA,NA,NA,103,NA
"Q5U651",490,510,963,0,0,1,NA,NA,NA,20,NA
"Q5U651",873,902,963,0,0,1,NA,NA,NA,29,NA
"P46778",101,160,160,0,1,0,-59,1,160,59,159
"P08134",126,146,193,0,0,1,NA,NA,NA,20,NA
"Q8NFH8",1,31,660,1,0,0,234,265,369,30,104
"Q8NFH8",46,67,660,0,0,1,NA,NA,NA,21,NA
"Q8NFH8",143,254,660,0,0,1,NA,NA,NA,111,NA
"Q8NFH8",389,622,660,0,0,1,NA,NA,NA,233,NA
"Q6ZVN8",1,20,426,1,0,0,15,35,145,19,110
"Q6ZVN8",51,79,426,0,0,1,NA,NA,NA,28,NA
"Q6ZVN8",118,147,426,0,0,1,NA,NA,NA,29,NA
"Q6ZVN8",249,268,426,0,0,1,NA,NA,NA,19,NA
"P57052",163,281,281,0,1,0,81,1,82,118,81
"Q9H2K8",312,472,898,0,0,1,NA,NA,NA,160,NA
"Q9H2K8",563,596,898,0,0,1,NA,NA,NA,33,NA
"Q9H2K8",632,655,898,0,0,1,NA,NA,NA,23,NA
"Q15545",101,126,349,0,0,1,NA,NA,NA,25,NA
"Q15545",184,306,349,0,0,1,NA,NA,NA,122,NA
"Q15545",324,349,349,0,1,0,-25,1,349,25,348
"O95149",1,44,360,1,0,0,-43,1,360,43,359
"O95149",64,88,360,0,0,1,NA,NA,NA,24,NA
"O95149",310,360,360,0,1,0,-50,1,360,50,359
"Q9NZQ3",100,309,722,0,0,1,NA,NA,NA,209,NA
"Q8IWT1",197,228,228,0,1,0,40,30,157,31,127
"P11831",1,100,508,1,0,0,32,132,235,99,103
"P11831",116,140,508,0,0,1,NA,NA,NA,24,NA
"P11831",217,297,508,0,0,1,NA,NA,NA,80,NA
"P11831",310,340,508,0,0,1,NA,NA,NA,30,NA
"P11831",360,394,508,0,0,1,NA,NA,NA,34,NA
"O14836",1,22,293,1,0,0,46,68,109,21,41
"O14836",111,150,293,0,0,1,NA,NA,NA,39,NA
"O14836",189,229,293,0,0,1,NA,NA,NA,40,NA
"Q96RJ3",39,68,184,0,0,1,NA,NA,NA,29,NA
"Q96RJ3",101,184,184,0,1,0,38,1,63,83,62
"O94768",304,372,372,0,1,0,-25,18,329,68,311
"Q92609",1,51,795,1,0,0,81,132,158,50,26
"Q92609",470,588,795,0,0,1,NA,NA,NA,118,NA
"Q92609",671,795,795,0,1,0,513,132,158,124,26
"Q9H2B2",68,151,425,0,0,1,NA,NA,NA,83,NA
"P09234",51,159,159,0,1,0,-108,1,159,108,158
"Q9BUD6",310,331,331,0,1,0,61,27,249,21,222
"P49848",141,207,677,0,0,1,NA,NA,NA,66,NA
"P49848",477,510,677,0,0,1,NA,NA,NA,33,NA
"P49848",522,677,677,0,1,0,-155,1,677,155,676
"P08621",15,95,437,0,0,1,NA,NA,NA,80,NA
"P08621",180,437,437,0,1,0,-257,1,437,257,436
"P07204",476,510,575,0,0,1,NA,NA,NA,34,NA
"Q96SB4",1,65,655,1,0,0,-25,40,655,64,615
"Q96SB4",234,480,655,0,0,1,NA,NA,NA,246,NA
"P19429",1,45,210,1,0,0,-44,1,210,44,209
"P19429",175,210,210,0,1,0,-35,1,210,35,209
"P62273",1,22,56,1,0,0,-21,1,56,21,55
"Q9Y3D9",137,190,190,0,1,0,-53,1,190,53,189
"O95347",416,443,1197,0,0,1,NA,NA,NA,27,NA
"O95347",779,818,1197,0,0,1,NA,NA,NA,39,NA
"O95347",951,977,1197,0,0,1,NA,NA,NA,26,NA
"O95347",1177,1197,1197,0,1,0,470,476,707,20,231
"P00441",57,89,154,0,0,1,NA,NA,NA,32,NA
"P56192",201,227,900,0,0,1,NA,NA,NA,26,NA
"P56192",813,833,900,0,0,1,NA,NA,NA,20,NA
"P56192",881,900,900,0,1,0,-19,1,900,19,899
"P45379",1,221,298,1,0,0,-124,97,298,220,201
"P45379",275,298,298,0,1,0,-23,97,298,23,201
"Q14524",27,79,2016,0,0,1,NA,NA,NA,52,NA
"Q14524",455,651,2016,0,0,1,NA,NA,NA,196,NA
"Q14524",991,1161,2016,0,0,1,NA,NA,NA,170,NA
"Q14524",1955,2016,2016,0,1,0,15,1773,1940,61,167
"P31483",82,103,386,0,0,1,NA,NA,NA,21,NA
"P31483",346,386,386,0,1,0,61,104,285,40,181
"P29084",1,73,291,1,0,0,-72,1,291,72,290
"P29084",240,291,291,0,1,0,-51,1,291,51,290
"P82912",46,67,194,0,0,1,NA,NA,NA,21,NA
"Q96GM8",1,30,510,1,0,0,255,285,321,29,36
"Q96GM8",315,439,510,0,0,1,NA,NA,NA,124,NA
"Q96GM8",490,510,510,0,1,0,169,285,321,20,36
"P37088",1,47,669,1,0,0,64,111,543,46,432
"P37088",178,216,669,0,0,1,NA,NA,NA,38,NA
"P37088",592,669,669,0,1,0,49,111,543,77,432
"P14410",39,65,1827,0,0,1,NA,NA,NA,26,NA
"Q9Y2H2",248,270,1132,0,0,1,NA,NA,NA,22,NA
"Q9Y2H2",828,877,1132,0,0,1,NA,NA,NA,49,NA
"Q9Y2H2",900,948,1132,0,0,1,NA,NA,NA,48,NA
"Q9Y2H2",970,1069,1132,0,0,1,NA,NA,NA,99,NA
"Q96HN2",1,188,611,1,0,0,-13,175,607,187,432
"P22105",25,62,4244,0,0,1,NA,NA,NA,37,NA
"P22105",161,192,4244,0,0,1,NA,NA,NA,31,NA
"P22105",239,259,4244,0,0,1,NA,NA,NA,20,NA
"P22105",917,970,4244,0,0,1,NA,NA,NA,53,NA
"P22105",1001,1071,4244,0,0,1,NA,NA,NA,70,NA
"P22105",1148,1168,4244,0,0,1,NA,NA,NA,20,NA
"P22105",1236,1264,4244,0,0,1,NA,NA,NA,28,NA
"P22105",1297,1322,4244,0,0,1,NA,NA,NA,25,NA
"P22105",1337,1388,4244,0,0,1,NA,NA,NA,51,NA
"P22105",1405,1432,4244,0,0,1,NA,NA,NA,27,NA
"P22105",1451,1477,4244,0,0,1,NA,NA,NA,26,NA
"P22105",1653,1682,4244,0,0,1,NA,NA,NA,29,NA
"P22105",1748,1782,4244,0,0,1,NA,NA,NA,34,NA
"P22105",1858,1885,4244,0,0,1,NA,NA,NA,27,NA
"P22105",1967,1997,4244,0,0,1,NA,NA,NA,30,NA
"P22105",2025,2047,4244,0,0,1,NA,NA,NA,22,NA
"P22105",2067,2114,4244,0,0,1,NA,NA,NA,47,NA
"P22105",2133,2153,4244,0,0,1,NA,NA,NA,20,NA
"P22105",2232,2252,4244,0,0,1,NA,NA,NA,20,NA
"P22105",2273,2304,4244,0,0,1,NA,NA,NA,31,NA
"P22105",2338,2361,4244,0,0,1,NA,NA,NA,23,NA
"P22105",2383,2469,4244,0,0,1,NA,NA,NA,86,NA
"P22105",2485,2580,4244,0,0,1,NA,NA,NA,95,NA
"P22105",2602,2648,4244,0,0,1,NA,NA,NA,46,NA
"P22105",2666,2688,4244,0,0,1,NA,NA,NA,22,NA
"P22105",2710,2756,4244,0,0,1,NA,NA,NA,46,NA
"P22105",2768,2796,4244,0,0,1,NA,NA,NA,28,NA
"P22105",2812,2851,4244,0,0,1,NA,NA,NA,39,NA
"P22105",2883,2902,4244,0,0,1,NA,NA,NA,19,NA
"P22105",2930,2973,4244,0,0,1,NA,NA,NA,43,NA
"P22105",2985,3009,4244,0,0,1,NA,NA,NA,24,NA
"P22105",3033,3065,4244,0,0,1,NA,NA,NA,32,NA
"P22105",3098,3118,4244,0,0,1,NA,NA,NA,20,NA
"P22105",3139,3224,4244,0,0,1,NA,NA,NA,85,NA
"P22105",3336,3369,4244,0,0,1,NA,NA,NA,33,NA
"P22105",3430,3451,4244,0,0,1,NA,NA,NA,21,NA
"P22105",3529,3562,4244,0,0,1,NA,NA,NA,33,NA
"P22105",3635,3662,4244,0,0,1,NA,NA,NA,27,NA
"P22105",3872,3894,4244,0,0,1,NA,NA,NA,22,NA
"Q9UGI8",133,171,421,0,0,1,NA,NA,NA,38,NA
"Q9UGI8",200,231,421,0,0,1,NA,NA,NA,31,NA
"P82914",218,257,257,0,1,0,-39,1,257,39,256
"Q9NVV9",88,111,213,0,0,1,NA,NA,NA,23,NA
"O75880",54,93,301,0,0,1,NA,NA,NA,39,NA
"O75880",119,148,301,0,0,1,NA,NA,NA,29,NA
"P10636",1,591,758,1,0,0,-590,1,758,590,757
"P10636",674,742,758,0,0,1,NA,NA,NA,68,NA
"O76054",240,259,403,0,0,1,NA,NA,NA,19,NA
"Q9HCE7",160,248,757,0,0,1,NA,NA,NA,88,NA
"Q9HCE7",349,371,757,0,0,1,NA,NA,NA,22,NA
"P51148",181,216,216,0,1,0,-1,18,182,35,164
"Q13946",451,482,482,0,1,0,-31,130,482,31,352
"Q16576",153,172,425,0,0,1,NA,NA,NA,19,NA
"P62263",130,151,151,0,1,0,-21,1,151,21,150
"Q02297",1,106,640,1,0,0,69,175,241,105,66
"Q02297",158,177,640,0,0,1,NA,NA,NA,19,NA
"Q02297",270,306,640,0,0,1,NA,NA,NA,36,NA
"Q02297",326,462,640,0,0,1,NA,NA,NA,136,NA
