#File Plotted Below: p8_pa_errrors.txt

    #Fit from 0.01-0.15 with polymer MFF
#Initial search parameter for I0 = 0.024195974500000002
#Initial search parameter for Rg = 30.000000000000004
#Initial search parameter for nu = 0.499880565034448
#BestFit for I0 = 0.02865 +- 0.00013
#BestFit for I(0)/I0 = 1.00000 +- 0.00469
#BestFit for Rg = 24.26642 +- 0.10768
#BestFit for nu = 0.53887 +- 0.00971
#BestFit reduced chisquared = 1.43227
#-------------
#-------------

    #q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.27557,0.00056,0.00010,0.00102,0.01950,0.00349,0.03577,6.68721,0.87180,0.15604,1.59941
0.27591,0.00089,0.00012,0.00102,0.03101,0.00420,0.03568,6.69531,1.39005,0.18833,1.59921
0.27624,0.00065,0.00011,0.00102,0.02267,0.00371,0.03558,6.70341,1.01864,0.16655,1.59901
0.27658,0.00045,0.00009,0.00102,0.01572,0.00320,0.03549,6.71151,0.70820,0.14422,1.59881
0.27691,0.00060,0.00010,0.00101,0.02090,0.00359,0.03540,6.71961,0.94350,0.16199,1.59860
0.27724,0.00082,0.00012,0.00101,0.02859,0.00407,0.03531,6.72771,1.29402,0.18408,1.59840
0.27758,0.00086,0.00012,0.00101,0.03015,0.00415,0.03522,6.73581,1.36795,0.18849,1.59820
0.27791,0.00102,0.00013,0.00101,0.03573,0.00445,0.03514,6.74391,1.62485,0.20221,1.59799
0.27825,0.00102,0.00013,0.00100,0.03569,0.00444,0.03505,6.75201,1.62691,0.20261,1.59779
0.27858,0.00086,0.00012,0.00100,0.03001,0.00415,0.03496,6.76011,1.37138,0.18949,1.59759
0.27891,0.00046,0.00009,0.00100,0.01605,0.00323,0.03487,6.76821,0.73541,0.14790,1.59739
0.27925,0.00071,0.00011,0.00100,0.02469,0.00384,0.03478,6.77632,1.13384,0.17612,1.59718
0.27958,0.00074,0.00011,0.00099,0.02569,0.00390,0.03470,6.78442,1.18265,0.17937,1.59698
0.27991,0.00092,0.00012,0.00099,0.03225,0.00427,0.03461,6.79252,1.48812,0.19692,1.59678
0.28025,0.00062,0.00010,0.00099,0.02171,0.00364,0.03452,6.80062,1.00389,0.16847,1.59658
0.28058,0.00091,0.00012,0.00099,0.03192,0.00425,0.03444,6.80872,1.47993,0.19704,1.59637
0.28092,0.00069,0.00011,0.00098,0.02418,0.00380,0.03435,6.81682,1.12363,0.17674,1.59617
0.28125,0.00052,0.00010,0.00098,0.01815,0.00339,0.03426,6.82492,0.84521,0.15794,1.59597
0.28158,0.00084,0.00012,0.00098,0.02922,0.00410,0.03418,6.83302,1.36448,0.19156,1.59577
0.28192,0.00057,0.00010,0.00098,0.01994,0.00352,0.03409,6.84112,0.93322,0.16479,1.59556
0.28225,0.00045,0.00009,0.00097,0.01555,0.00319,0.03401,6.84922,0.72950,0.14954,1.59536
0.28258,0.00085,0.00012,0.00097,0.02956,0.00412,0.03392,6.85732,1.38999,0.19381,1.59516
0.28292,0.00051,0.00010,0.00097,0.01790,0.00337,0.03384,6.86542,0.84362,0.15895,1.59496
0.28325,0.00087,0.00012,0.00097,0.03050,0.00417,0.03375,6.87353,1.44097,0.19718,1.59475
0.28359,0.00076,0.00011,0.00096,0.02648,0.00394,0.03367,6.88163,1.25421,0.18680,1.59455
0.28392,0.00075,0.00011,0.00096,0.02630,0.00393,0.03359,6.88973,1.24843,0.18671,1.59435
0.28425,0.00085,0.00012,0.00096,0.02967,0.00413,0.03350,6.89783,1.41159,0.19639,1.59415
0.28459,0.00115,0.00013,0.00096,0.04005,0.00465,0.03342,6.90593,1.91019,0.22197,1.59395
0.28492,0.00068,0.00011,0.00096,0.02362,0.00377,0.03334,6.91403,1.12917,0.18012,1.59375
0.28526,0.00070,0.00011,0.00095,0.02435,0.00381,0.03326,6.92213,1.16654,0.18274,1.59354
0.28559,0.00078,0.00011,0.00095,0.02737,0.00400,0.03318,6.93023,1.31475,0.19197,1.59334
0.28592,0.00084,0.00012,0.00095,0.02944,0.00411,0.03309,6.93833,1.41727,0.19810,1.59314
0.28626,0.00094,0.00012,0.00095,0.03286,0.00430,0.03301,6.94643,1.58550,0.20748,1.59294
0.28659,0.00084,0.00012,0.00094,0.02948,0.00412,0.03293,6.95453,1.42572,0.19912,1.59274
0.28692,0.00065,0.00011,0.00094,0.02275,0.00371,0.03285,6.96263,1.10288,0.17994,1.59254
0.28726,0.00070,0.00011,0.00094,0.02457,0.00383,0.03277,6.97073,1.19411,0.18601,1.59233
0.28759,0.00094,0.00012,0.00094,0.03280,0.00430,0.03269,6.97883,1.59767,0.20928,1.59213
0.28793,0.00065,0.00011,0.00093,0.02277,0.00371,0.03261,6.98694,1.11181,0.18128,1.59193
0.28826,0.00066,0.00011,0.00093,0.02306,0.00373,0.03253,6.99504,1.12834,0.18261,1.59173
0.28859,0.00085,0.00012,0.00093,0.02966,0.00413,0.03245,7.00314,1.45482,0.20242,1.59153
0.28893,0.00087,0.00012,0.00093,0.03038,0.00417,0.03237,7.01124,1.49350,0.20485,1.59133
0.28926,0.00063,0.00010,0.00093,0.02197,0.00366,0.03229,7.01934,1.08241,0.18034,1.59113
0.28960,0.00061,0.00010,0.00092,0.02130,0.00362,0.03221,7.02744,1.05214,0.17856,1.59092
0.28993,0.00065,0.00011,0.00092,0.02286,0.00372,0.03214,7.03554,1.13177,0.18410,1.59072
0.29026,0.00060,0.00010,0.00092,0.02102,0.00360,0.03206,7.04364,1.04268,0.17840,1.59052
0.29060,0.00088,0.00012,0.00092,0.03081,0.00419,0.03198,7.05174,1.53225,0.20839,1.59032
0.29093,0.00083,0.00012,0.00091,0.02903,0.00409,0.03190,7.05984,1.44681,0.20394,1.59012
0.29126,0.00110,0.00013,0.00091,0.03850,0.00458,0.03183,7.06794,1.92342,0.22886,1.58992
0.29160,0.00064,0.00011,0.00091,0.02219,0.00368,0.03175,7.07605,1.11112,0.18401,1.58972
0.29193,0.00060,0.00010,0.00091,0.02107,0.00360,0.03167,7.08415,1.05757,0.18066,1.58952
0.29227,0.00023,0.00007,0.00091,0.00797,0.00244,0.03160,7.09225,0.40092,0.12273,1.58932
0.29260,0.00032,0.00008,0.00090,0.01103,0.00278,0.03152,7.10035,0.55594,0.14007,1.58912
0.29293,0.00033,0.00008,0.00090,0.01160,0.00284,0.03144,7.10845,0.58627,0.14327,1.58891
0.29327,0.00055,0.00010,0.00090,0.01924,0.00347,0.03137,7.11655,0.97462,0.17581,1.58871
0.29360,0.00076,0.00011,0.00090,0.02650,0.00395,0.03129,7.12465,1.34494,0.20026,1.58851
0.29394,0.00111,0.00013,0.00089,0.03882,0.00460,0.03122,7.13275,1.97508,0.23385,1.58831
0.29427,0.00091,0.00012,0.00089,0.03187,0.00425,0.03114,7.14085,1.62505,0.21659,1.58811
0.29460,0.00030,0.00008,0.00089,0.01034,0.00271,0.03107,7.14895,0.52840,0.13838,1.58791
0.29494,0.00054,0.00010,0.00089,0.01869,0.00343,0.03100,7.15705,0.95747,0.17576,1.58771
0.29527,0.00102,0.00013,0.00089,0.03568,0.00444,0.03092,7.16515,1.83192,0.22815,1.58751
0.29560,0.00077,0.00011,0.00088,0.02676,0.00396,0.03085,7.17325,1.37681,0.20380,1.58731
0.29594,0.00121,0.00014,0.00088,0.04227,0.00476,0.03077,7.18135,2.18002,0.24526,1.58711
0.29627,0.00120,0.00014,0.00088,0.04176,0.00473,0.03070,7.18946,2.15840,0.24461,1.58692
0.29661,0.00065,0.00011,0.00088,0.02274,0.00371,0.03063,7.19756,1.17797,0.19225,1.58672
0.29694,0.00050,0.00010,0.00088,0.01740,0.00333,0.03056,7.20566,0.90340,0.17312,1.58652
0.29727,0.00070,0.00011,0.00087,0.02438,0.00382,0.03048,7.21376,1.26877,0.19858,1.58632
0.29761,0.00062,0.00010,0.00087,0.02151,0.00363,0.03041,7.22186,1.12184,0.18930,1.58612
0.29794,0.00063,0.00010,0.00087,0.02190,0.00366,0.03034,7.22996,1.14459,0.19108,1.58592
0.29827,0.00059,0.00010,0.00087,0.02057,0.00356,0.03027,7.23806,1.07742,0.18676,1.58572
0.29861,0.00063,0.00010,0.00087,0.02195,0.00366,0.03020,7.24616,1.15258,0.19213,1.58552
0.29894,0.00091,0.00012,0.00086,0.03189,0.00425,0.03013,7.25426,1.67822,0.22358,1.58533
0.29928,0.00078,0.00011,0.00086,0.02706,0.00398,0.03005,7.26236,1.42718,0.20983,1.58513
0.29961,0.00077,0.00011,0.00086,0.02699,0.00397,0.02998,7.27046,1.42677,0.21009,1.58493
0.29994,0.00079,0.00011,0.00086,0.02747,0.00400,0.02991,7.27857,1.45555,0.21206,1.58473
0.30028,0.00060,0.00010,0.00085,0.02081,0.00358,0.02984,7.28667,1.10512,0.19019,1.58454
0.30061,0.00077,0.00011,0.00085,0.02673,0.00396,0.02977,7.29477,1.42218,0.21066,1.58434
0.30095,0.00053,0.00010,0.00085,0.01847,0.00342,0.02970,7.30287,0.98515,0.18213,1.58414
0.30128,0.00048,0.00009,0.00085,0.01663,0.00327,0.02963,7.31097,0.88911,0.17504,1.58395
0.30161,0.00045,0.00009,0.00085,0.01581,0.00321,0.02956,7.31907,0.84690,0.17190,1.58375
0.30195,0.00065,0.00011,0.00084,0.02282,0.00372,0.02950,7.32717,1.22535,0.19953,1.58355
0.30228,0.00056,0.00010,0.00084,0.01959,0.00350,0.02943,7.33527,1.05420,0.18813,1.58336
0.30261,0.00076,0.00011,0.00084,0.02644,0.00394,0.02936,7.34337,1.42554,0.21255,1.58316
0.30295,0.00068,0.00011,0.00084,0.02377,0.00378,0.02929,7.35147,1.28481,0.20416,1.58297
0.30328,0.00052,0.00010,0.00084,0.01821,0.00340,0.02922,7.35957,0.98640,0.18392,1.58277
0.30362,0.00059,0.00010,0.00084,0.02060,0.00357,0.02915,7.36767,1.11813,0.19363,1.58257
0.30395,0.00082,0.00012,0.00083,0.02868,0.00407,0.02909,7.37577,1.56008,0.22152,1.58238
0.30428,0.00093,0.00012,0.00083,0.03254,0.00428,0.02902,7.38387,1.77423,0.23353,1.58218
0.30462,0.00069,0.00011,0.00083,0.02408,0.00380,0.02895,7.39198,1.31563,0.20747,1.58199
0.30495,0.00035,0.00008,0.00083,0.01229,0.00290,0.02889,7.40008,0.67301,0.15888,1.58179
0.30529,0.00079,0.00011,0.00083,0.02767,0.00401,0.02882,7.40818,1.51852,0.22030,1.58160
0.30562,0.00060,0.00010,0.00082,0.02105,0.00360,0.02875,7.41628,1.15772,0.19790,1.58140
0.30595,0.00031,0.00008,0.00082,0.01097,0.00277,0.02869,7.42438,0.60491,0.15285,1.58121
0.30629,0.00031,0.00008,0.00082,0.01080,0.00276,0.02862,7.43248,0.59663,0.15221,1.58101
0.30662,0.00098,0.00012,0.00082,0.03408,0.00436,0.02855,7.44058,1.88655,0.24154,1.58082
0.30695,0.00052,0.00010,0.00082,0.01813,0.00339,0.02849,7.44868,1.00595,0.18807,1.58063
0.30729,0.00062,0.00010,0.00081,0.02158,0.00363,0.02842,7.45678,1.19992,0.20207,1.58043
0.30762,0.00124,0.00014,0.00081,0.04337,0.00480,0.02836,7.46488,2.41667,0.26773,1.58024
0.30796,0.00055,0.00010,0.00081,0.01911,0.00346,0.02829,7.47298,1.06742,0.19334,1.58004
0.30829,0.00079,0.00011,0.00081,0.02741,0.00400,0.02823,7.48109,1.53411,0.22381,1.57985
0.30862,0.00071,0.00011,0.00081,0.02467,0.00383,0.02816,7.48919,1.38350,0.21503,1.57966
0.30896,0.00083,0.00012,0.00080,0.02890,0.00408,0.02810,7.49729,1.62457,0.22960,1.57946
0.30929,0.00033,0.00008,0.00080,0.01168,0.00284,0.02804,7.50539,0.65779,0.16013,1.57927
0.30962,0.00033,0.00008,0.00080,0.01160,0.00284,0.02797,7.51349,0.65500,0.16006,1.57907
0.30996,0.00034,0.00008,0.00080,0.01177,0.00285,0.02791,7.52159,0.66561,0.16131,1.57888
0.31029,0.00049,0.00009,0.00080,0.01705,0.00331,0.02784,7.52969,0.96659,0.18751,1.57869
0.31063,0.00081,0.00012,0.00080,0.02821,0.00405,0.02778,7.53779,1.60263,0.22983,1.57849
0.31096,0.00042,0.00009,0.00079,0.01475,0.00312,0.02772,7.54589,0.83972,0.17770,1.57830
0.31129,0.00004,0.00003,0.00079,0.00135,0.00120,0.02766,7.55399,0.07685,0.06837,1.57811
0.31163,0.00047,0.00009,0.00079,0.01654,0.00327,0.02759,7.56209,0.94580,0.18684,1.57791
0.31196,0.00071,0.00011,0.00079,0.02461,0.00383,0.02753,7.57019,1.41056,0.21952,1.57772
0.31230,0.00050,0.00010,0.00079,0.01756,0.00335,0.02747,7.57829,1.00840,0.19219,1.57753
0.31263,0.00028,0.00008,0.00079,0.00971,0.00264,0.02741,7.58639,0.55898,0.15198,1.57733
0.31296,0.00036,0.00008,0.00078,0.01264,0.00293,0.02734,7.59450,0.72879,0.16921,1.57714
0.31330,0.00041,0.00009,0.00078,0.01425,0.00308,0.02728,7.60260,0.82346,0.17791,1.57695
0.31363,0.00185,0.00016,0.00078,0.06473,0.00564,0.02722,7.61070,3.74929,0.32665,1.57676
0.31396,0.00097,0.00012,0.00078,0.03388,0.00435,0.02716,7.61880,1.96644,0.25265,1.57656
