"family,""mean_AFPP"",""sd_AFPP"",""spp"""
"Pucciniaceae,0.386065,0.0311621958468911,""Puccinia sorghi"""
"Puniceicoccaceae,0.08808,NA,""Puniceicoccus vermicola"""
"Pycnococcaceae,0.32097,NA,""Pycnococcus provasolii"""
"Pycnonotidae,0.243775,0.00656902199722302,""Pycnonotus jocosus"""
"Pyralidae,0.30823,NA,""Galleria mellonella"""
"Pyriculariaceae,0.35319,NA,""Pyricularia grisea"""
"Pyrinomonadaceae,0.089835,0.00422142748368369,""Pyrinomonas methylaliphatogenes"""
"Pyrodictiaceae,0.05359,NA,""Pyrodictium occultum"""
"Pyroglyphidae,0.35854,0.0571500656167602,""Euroglyphus maynei"""
"Pyronemataceae,0.35112,NA,""Sphaerosporella brunnea"""
"Pythiaceae,0.258385,0.0514278761956976,""[Pythium] brassicae (nom. inval.)"""
"Pythonidae,0.29917,NA,""Python bivittatus"""
"Raineyaceae,0.06052,NA,""Raineya orbicola"""
"Rallidae,0.23965,0.00135764501987816,""Atlantisia rogersi"""
"Ramalinaceae,0.31538,NA,""Ramalina farinacea"""
"Ramazzottiidae,0.37562,NA,""Ramazzottius varieornatus"""
"Ramphastidae,0.23951,0.00229418830962064,""Semnornis frantzii"""
"Ranidae,0.42892,NA,""Aquarana catesbeiana"""
"Ranunculaceae,0.273926666666667,0.0250122716547964,""Aquilegia coerulea"""
"Raperosteliaceae,0.24252,NA,""Tieghemostelium lacteum"""
"Rarobacteraceae,0.1231,0.000989949493661165,""Rarobacter faecitabidus"""
"Recurvirostridae,0.23177,NA,""Himantopus himantopus"""
"Reduviidae,0.26084,NA,""Rhodnius prolixus"""
"Regulidae,0.23544,NA,""Regulus satrapa"""
"Reichenbachiellaceae,0.0653975,0.0130286795826234,""Reichenbachiella faecimaris"""
"Reticulibacteraceae,0.10763,NA,""Reticulibacter mediterranei"""
"Reticulomyxidae,0.29606,NA,""Reticulomyxa filosa"""
"Reyranellaceae,0.08785,NA,""Reyranella soli"""
"Rhabditidae,0.293029333333333,0.0270452904446984,""Caenorhabditis elegans"""
"Rhabdornithidae,0.24611,NA,""Rhabdornis inornatus"""
"Rhamnaceae,0.26878,0.0274923116525329,""Ziziphus jujuba"""
"Rhinocryptidae,0.23967,NA,""Scytalopus superciliaris"""
"Rhinolophidae,0.32237,NA,""Rhinolophus ferrumequinum"""
"Rhinopomastidae,0.24106,NA,""Rhinopomastus cyanomelas"""
"Rhinotermitidae,0.2778,NA,""Coptotermes formosanus"""
"Rhipiduridae,0.24775,0.00422849855149556,""Chaetorhynchus papuensis"""
"Rhizobiaceae,0.0836251515151515,0.010884351398283,""Pseudorhizobium banfieldiae"""
"Rhizodiscinaceae,0.24197,NA,""Rhizodiscina lignyota"""
"Rhizopodaceae,0.260324,0.0274296906654085,""Rhizopus microsporus"""
"Rhizopogonaceae,0.34959,NA,""Rhizopogon vesiculosus"""
"Rhodanobacteraceae,0.0930341176470588,0.00996188406107729,""Oleiagrimonas soli"""
"Rhodobiaceae,0.0767766666666667,0.00709339364009452,""Rhodobium orientis"""
"Rhodoblastaceae,0.12929,0.0290196622998959,""Rhodoblastus acidophilus"""
"Rhodocyclaceae,0.085582,0.0169967139307704,""Aromatoleum tolulyticum"""
"Rhodospirillaceae,0.101446428571429,0.0235850756661897,""Elstera litoralis"""
"Rhodothermaceae,0.073635,0.0130602622485155,""Rhodothermaceae bacterium RA"""
"Rhodovibrionaceae,0.0979775,0.0202962268660951,""Limimonas halophila"""
"Rhopaluridae,0.24775,NA,""Intoshia linei"""
"Rhynochetidae,0.23698,NA,""Rhynochetos jubatus"""
"Rickenellaceae,0.30164,NA,""Rickenella mellea"""
"Rickettsiaceae,0.094925,0.0121103715880232,""Rickettsia endosymbiont of Culicoides newsteadi"""
"Rikenellaceae,0.0802578571428571,0.022022148004844,""Alistipes sp. CAG:831"""
"Rivulariaceae,0.10556,NA,""Rivularia sp. PCC 7116"""
"Rivulidae,0.31464,0.0368685475710666,""Austrofundulus limnaeus"""
"Robiginitomaculaceae,0.09374,0.00651499808135044,""Litorimonas taeanensis"""
"Rosaceae,0.30877,0.0283603017312178,""Prunus persica"""
"Roseiarcaceae,0.12298,NA,""Roseiarcus fermentans"""
"Roseiflexaceae,0.085055,0.00876105301890132,""Kouleothrix aurantiaca"""
"Roseivirgaceae,0.0539475,0.00287169375108141,""Roseivirga ehrenbergii"""
"Roseobacteraceae,0.0802357471264368,0.0117125391660405,""Ruegeria sp. TM1040"""
"Rostratulidae,0.239615,0.00287792459942924,""Rostratula benghalensis"""
"Ruaniaceae,0.0943666666666667,0.0072809637640448,""Ruaniaceae bacterium KH17"""
"Rubiaceae,0.258315,0.00917117495198951,""Coffea canephora"""
"Rubricoccaceae,0.10808,4.2426406871196e-05,""Rubrivirga marina"""
"Rubritaleaceae,0.10308,NA,""Rubritalea profundi"""
"Rubrobacteraceae,0.11536,0.0366698450137621,""Rubrobacter radiotolerans"""
"Russulaceae,0.3254,NA,""Russula ochroleuca"""
"Rutaceae,0.265273333333333,0.00120508644226601,""Citrus sinensis"""
"Rutstroemiaceae,0.27647,0.00876801573903696,""Rutstroemia sp. NJR-2017a BBW"""
"Saccharomycetaceae,0.245384285714286,0.0122618321865628,""Torulaspora delbrueckii"""
"Saccharomycodaceae,0.265286666666667,0.0290963646068256,""Hanseniaspora uvarum"""
"Saccharospirillaceae,0.061702,0.00817706059657136,""Reinekea forsetii"""
"Saccotheciaceae,0.29447,0.00735270925124429,""Aureobasidium mustum"""
"Sagittariidae,0.2346,NA,""Sagittarius serpentarius"""
"Salibacteraceae,0.06436,NA,""Salibacter halophilus"""
"Salicaceae,0.310738888888889,0.0185031155784941,""Populus trichocarpa"""
"Salinarimonadaceae,0.11518,0.00807515944115037,""Salinarimonas soli"""
"Salinicoccaceae,0.04772,NA,""Phocicoccus pinnipedialis"""
"Salinisphaeraceae,0.09553,NA,""Salinisphaera sp. Q1T1-3"""
"Salinivirgaceae,0.06566,NA,""Salinivirga cyanobacteriivorans"""
"Salisaetaceae,0.11336,0.00816001225489275,""Longibacter salinarum"""
"Salmonidae,0.3076025,0.0453038833876303,""Salmo salar"""
"Salpingoecidae,0.297305,0.0589090659406513,""Monosiga brevicollis"""
"Sandaracinaceae,0.16415,NA,""Sandaracinus amylolyticus"""
"Sanguibacteraceae,0.116024,0.00490173234683413,""Sanguibacter sp. Leaf3"""
"Sapindaceae,0.269075,0.0246568134599749,""Acer yangbiense"""
"Saprolegniaceae,0.194543333333333,0.0193919299366171,""Thraustotheca clavata"""
"Saprospiraceae,0.0809633333333333,0.0375673080394821,""Saprospiraceae bacterium"""
"Sarcocystidae,0.551735,0.0819041784648378,""Cystoisospora suis"""
"Sarcoptidae,0.3467,NA,""Sarcoptes scabiei"""
"Sarocladiaceae,0.27178,NA,""Sarocladium strictum"""
"Scarabaeidae,0.23934,NA,""Oryctes borbonicus"""
"Scenedesmaceae,0.41528,0.0166877200360025,""Tetradesmus obliquus"""
"Schistosomatidae,0.38267875,0.0482036019512176,""Schistosoma mansoni"""
"Schizoparmaceae,0.37558,NA,""Coniella lustricola"""
"Schizophyllaceae,0.34897,NA,""Auriculariopsis ampla"""
"Schizoporaceae,0.31096,NA,""Schizopora paradoxa"""
"Schizotheciaceae,0.34562,NA,""Schizothecium vesticola"""
"Schleiferiaceae,0.04669,NA,""Thermaurantimonas aggregans"""
"Sciaenidae,0.34008,0.00175362481734266,""Collichthys lucidus"""
"Sciaridae,0.29126,NA,""Pseudolycoriella hygida"""
"Sciuridae,0.309763333333333,0.033879992719401,""Ictidomys tridecemlineatus"""
"Sclerotiniaceae,0.335451666666667,0.0257186507610663,""Monilinia fructigena"""
"Scolopacidae,0.272035,0.0536623336242471,""Arenaria interpres"""
"Scophthalmidae,0.35413,NA,""Scophthalmus maximus"""
"Scopidae,0.23053,NA,""Scopus umbretta"""
"Scotocercidae,0.23792,NA,""Horornis vulcanius"""
"Scyliorhinidae,0.33651,NA,""Scyliorhinus torazame"""
"Sedimenticolaceae,0.077204,0.0118221478589975,""Thiolapillus brandeum"""
"Sedimentisphaeraceae,0.068265,0.00423556961930743,""Limihaloglobus sulfuriphilus"""
"Segnochrobactraceae,0.08916,NA,""Segnochrobactrum spirostomi"""
"Selaginellaceae,0.17296,NA,""Selaginella moellendorffii"""
"Selenastraceae,0.40441,0.0106066017177982,""Monoraphidium neglectum"""
"Selenomonadaceae,0.05302,0.00780001566949993,""Selenomonas sp. F0473"""
"Sepiidae,0.22697,NA,""Sepia pharaonis"""
"Setariidae,0.32039,NA,""Setaria digitata"""
"Shewanellaceae,0.0713066666666667,0.0111972726657662,""Shewanella mangrovi"""
"Sigmoideomycetaceae,0.23344,NA,""Thamnocephalis sphaerospora"""
"Siluridae,0.30702,NA,""Silurus meridionalis"""
"Silvanigrellaceae,0.07531,0.00425678282274301,""Silvanigrella aquatica"""
"Simkaniaceae,0.08422,NA,""Simkania sp."""
"Siphonopidae,0.29774,NA,""Microcaecilia unicolor"""
"Sisoridae,0.35183,NA,""Bagarius yarrelli"""
"Sittidae,0.23726,0.00533158513014656,""Sitta europaea"""
"Sminthuridae,0.37435,NA,""Allacma fusca"""
"Smithellaceae,0.05841,0.00561089119481032,""Smithella sp. SCADC"""
"Sneathiellaceae,0.06514,0.00977221571599809,""Oceanibacterium hippocampi"""
"Soboliphymatidae,0.3233,NA,""Soboliphyme baturini"""
"Solanaceae,0.294818888888889,0.032419503174958,""Solanum lycopersicum"""
"Solirubrobacteraceae,0.107246666666667,0.00954758782799788,""Solirubrobacter pauli"""
"Spalacidae,0.2982,NA,""Nannospalax galili"""
"Sparassidaceae,0.32629,NA,""Sparassis crispa"""
"Sparidae,0.24046,NA,""Sparus aurata"""
"Speluncibacteraceae,0.11461,NA,""Speluncibacter jeojiensis"""
"Sphaerochaetaceae,0.05407,NA,""Sphaerochaeta halotolerans"""
"Sphaerotilaceae,0.0990743902439024,0.021364238115222,""Caldimonas brevitalea"""
"Spheniscidae,0.240671666666667,0.00478157888847049,""Aptenodytes forsteri"""
"Sphenodontidae,0.26175,NA,""Sphenodon punctatus"""
"Sphingidae,0.30102,NA,""Manduca sexta"""
"Sphingobacteriaceae,0.0652871818181818,0.0111834137615101,""Pedobacter sp. BAL39"""
"Sphingomonadaceae,0.100427823834197,0.0158545493743795,""Sphingobium sp. SYK-6"""
"Sphingosinicellaceae,0.0975021428571429,0.01712800952941,""Pacificimonas flava"""
"Spirochaetaceae,0.0653881818181818,0.027162192407161,""Salinispira pacifica"""
"Spiroplasmataceae,0.0750218181818182,0.0225738622385191,""Spiroplasma eriocheiris"""
"Spirosomataceae,0.067460625,0.00812827531419386,""Dyadobacter sp. Leaf189"""
"Spongiibacteraceae,0.073953,0.00874356404575515,""gamma proteobacterium BDW918"""
"Sporanaerobacteraceae,0.0422333333333333,0.00367464737537268,""Sporanaerobacter sp. PP17-6a"""
"Sporichthyaceae,0.10417,NA,""Epidermidibacterium keratini"""
"Sporidiobolaceae,0.353986,0.0292290964622583,""Rhodotorula sp. JG-1b"""
"Sporocadaceae,0.26483,NA,""Truncatella angustata"""
"Sporolactobacillaceae,0.0875057142857143,0.0473056313973798,""Sinobaca qinghaiensis"""
"Sporomusaceae,0.056045,0.00458543406402879,""Pelosinus sp. UFO1"""
"Sporormiaceae,0.33696,NA,""Westerdykella ornata"""
"Stachybotryaceae,0.26216,NA,""Stachybotrys elegans"""
"Staphylococcaceae,0.0598866666666667,0.0128482622336347,""Staphylococcus sp. HGB0015"""
"Stappiaceae,0.0872572727272727,0.0187985592613644,""Roseibium sp. TrichSKD4"""
"Steatornithidae,0.23573,NA,""Steatornis caripensis"""
"Steccherinaceae,0.28784,0.0114268455839746,""Steccherinum ochraceum"""
"Steinernematidae,0.3326,0.0679246774007798,""Steinernema carpocapsae"""
"Stellaceae,0.07152,NA,""Stella humosa"""
"Stentoridae,0.21626,NA,""Stentor coeruleus"""
"Stephanosporaceae,0.29446,NA,""Cristinia sonorae"""
"Stercorariidae,0.23225,NA,""Stercorarius parasiticus"""
"Steroidobacteraceae,0.08666,0.00381272431034118,""Steroidobacter denitrificans"""
"Sterolibacteriaceae,0.08138,0.0167625978211698,""Rugosibacter aromaticivorans"""
"Stichopodidae,0.26585,NA,""Apostichopus japonicus"""
"Stratiomyidae,0.32149,NA,""Hermetia illucens"""
"Streptococcaceae,0.056438275862069,0.0128067616261783,""Streptococcus sp. DD13"""
"Streptomycetaceae,0.145995741239892,0.0209352834249793,""Streptomyces sp. SirexAA-E"""
"Streptosporangiaceae,0.113293928571429,0.0172775173593863,""Microbispora sp. ATCC PTA-5024"""
"Strigidae,0.258598,0.0246155219323093,""Athene cunicularia"""
"Strongylidae,0.2917,0.0201148320069213,""Oesophagostomum dentatum"""
"Strongylocentrotidae,0.30908,NA,""Strongylocentrotus purpuratus"""
"Strongyloididae,0.264756666666667,0.00147422295916641,""Strongyloides venezuelensis"""
"Strophariaceae,0.303221666666667,0.0183579622144362,""Psilocybe cyanescens"""
"Sturnidae,0.262346666666667,0.0454653300145653,""Leucopsar rothschildi"""
"Succinivibrionaceae,0.0787466666666667,0.00534247445790182,""Succinatimonas sp. CAG:777"""
"Suessiaceae,0.30944,NA,""Polarella glacialis"""
"Suidae,0.29362,NA,""Sus scrofa"""
"Suillaceae,0.274235,0.00527348398436303,""Suillus placidus"""
"Sulfolobaceae,0.03273375,0.0148661647830617,""Candidatus Acidianus copahuensis"""
"Sulfuricellaceae,0.0774466666666667,0.00645484211012684,""Sulfuriferula sp. AH1"""
"Sulfurimonadaceae,0.0565555555555556,0.0110073136040443,""Thiovulum sp. ES"""
"Sulfurospirillaceae,0.045675,0.0051406662992262,""Sulfurospirillum sp. UBA12182"""
"Sulfurovaceae,0.05796,0.0104176964824284,""Sulfurovum sp. AR"""
"Sulidae,0.23472,NA,""Sula dactylatra"""
"Sutterellaceae,0.0811383333333333,0.0159192128155467,""Sutterella sp. CAG:397"""
"Sylviidae,0.24098,0.00362887379223913,""Cettia cetti"""
"Symbiobacteriaceae,0.11154,NA,""Caldinitratiruptor microaerophilus"""
"Symbiodiniaceae,0.25040125,0.0251202794783702,""Symbiodinium microadriaticum"""
"Sympoventuriaceae,0.2917,NA,""Verruconis gallopava"""
"Synaphobranchidae,0.45115,NA,""Synaphobranchus kaupii"""
"Syncephalastraceae,0.29432,NA,""Syncephalastrum racemosum"""
"Synchytriaceae,0.276675,0.0729663487506398,""Synchytrium endobioticum"""
"Synechococcaceae,0.146781578947368,0.033615947813031,""Synechococcus sp. RCC307"""
"Synergistaceae,0.0492966666666667,0.00765689449668293,""Synergistes jonesii"""
"Syntrophaceae,0.064815,0.0183494209717909,""Syntrophus gentianae"""
"Syntrophobacteraceae,0.08004,0.00431335136523794,""Desulfosoma caldarium"""
"Syntrophomonadaceae,0.048075,0.0091146064094946,""Candidatus Syntrophocurvum alkaliphilum"""
"Syntrophotaleaceae,0.05722,0.0001838477631085,""Syntrophotalea acetylenica"""
"Taeniidae,0.338923333333333,0.00876368263536133,""Echinococcus granulosus"""
"Talpidae,0.36597,NA,""Galemys pyrenaicus"""
"Tannerellaceae,0.0677644444444444,0.00663836220597956,""Parabacteroides sp. CAG:409"""
"Tarsiidae,0.30368,NA,""Carlito syrichta"""
"Taxaceae,0.32552,NA,""Taxus chinensis"""
"Tayassuidae,0.31045,NA,""Catagonus wagneri"""
"Teiidae,0.28123,NA,""Salvator merianae"""
"Tenebrionidae,0.2923875,0.0380189000147733,""Tribolium castaneum"""
"Tenuifilaceae,0.0432,NA,""Tenuifilum thalassicum"""
"Tephritidae,0.38962,0.0560735677480932,""Bactrocera dorsalis"""
"Tepidamorphaceae,0.08657,NA,""Tepidamorphus gemmatus"""
"Tepidanaerobacteraceae,0.03007,NA,""Tepidanaerobacter syntrophicus"""
"Tepidibacteraceae,0.04185,NA,""Alkalithermobacter paradoxus"""
"Tepidiformaceae,0.07538,NA,""Tepidiforma thermophila"""
"Tepidimicrobiaceae,0.033825,0.00125157900270019,""Tepidimicrobium xylanilyticum"""
"Terasakiellaceae,0.07833,0.0241123412384613,""Candidatus Terasakiella magnetica"""
"Teratosphaeriaceae,0.322374285714286,0.0145646453866236,""Hortaea werneckii"""
"Termopsidae,0.33891,NA,""Zootermopsis nevadensis"""
"Testudinidae,0.269993333333333,0.0142013567426966,""Gopherus agassizii"""
"Tetrabaenaceae,0.38005,NA,""Tetrabaena socialis"""
"Tetranychidae,0.32868,NA,""Tetranychus urticae"""
"Tetraodontidae,0.30366,0.0568129662430447,""Takifugu rubripes"""
"Tetraplosphaeriaceae,0.30457,NA,""Polyplosphaeria fusca"""
"Thalassiosiraceae,0.399145,0.138826274350355,""Thalassiosira pseudonana"""
"Thalassobaculaceae,0.072665,0.0126925667222985,""Thalassobaculum fulvum"""
"Thalassospiraceae,0.0822033333333333,0.0164233258913453,""Thalassospira sp. HJ"""
"Thamnophilidae,0.24481,NA,""Sakesphorus luctuosus"""
"Theaceae,0.30071,NA,""Camellia sinensis"""
"Theileriidae,0.26304,0.00623668181006535,""Theileria parva"""
"Thelaziidae,0.27064,NA,""Thelazia callipaeda"""
"Thelebolaceae,0.294377647058824,0.0147161418727072,""Pseudogymnoascus sp. VKM F-4516 (FW-969)"""
"Thelephoraceae,0.29458,NA,""Thelephora terrestris"""
"Thermaceae,0.0441433333333333,0.0121729385660708,""Thermus parvatiensis"""
"Thermoactinomycetaceae,0.07747625,0.0132800074687315,""Thermoactinomyces sp. AS95"""
"Thermoanaerobacteraceae,0.047165,0.012786619177875,""Thermoanaerobacterium sp. RBIITD"""
"Thermoanaerobacterales Family III. Incertae Sedis,0.07125,NA,""Syntrophaceticus schinkii"""
"Thermoanaerobaculaceae,0.05974,NA,""Thermoanaerobaculum aquaticum"""
"Thermoascaceae,0.28658,NA,""Paecilomyces variotii"""
"Thermodesulfobacteriaceae,0.0412666666666667,0.000717936858876412,""Caldimicrobium thiodismutans"""
"Thermodesulforhabdaceae,0.04233,NA,""Thermodesulforhabdus norvegica"""
"Thermofilaceae,0.0377066666666667,0.00524962220862924,""Thermofilum adornatum"""
"Thermoflexaceae,0.07257,NA,""Candidatus Thermoflexus japonica"""
"Thermoflexibacteraceae,0.06964,NA,""Thermoflexibacter ruber"""
"Thermogemmatisporaceae,0.13312,NA,""Thermogemmatispora tikiterensis"""
"Thermoguttaceae,0.30085,NA,""Thermogutta terrifontis"""
"Thermohalobacteraceae,0.03865,0.00995150742350123,""Caldisalinibacter kiritimatiensis"""
"Thermoleophilaceae,0.11296,NA,""Thermoleophilum album"""
"Thermomonosporaceae,0.1229803125,0.0123739660328879,""Actinomadura madurae"""
"Thermonemataceae,0.0685,NA,""Thermonema lapsum"""
"Thermoproteaceae,0.03479,0.0195302892963724,""Vulcanisaeta sp. SCGC AB-777_J10"""
"Thermosediminibacteraceae,0.03649,0.00718420489685532,""Fervidicola ferrireducens"""
"Thermosporotrichaceae,0.10956,NA,""Thermosporothrix hazakensis"""
"Thermotaleaceae,0.04583,0.00867628952951664,""Thermotalea metallivorans"""
"Thermotomaculaceae,0.03576,NA,""Thermotomaculum hydrothermale"""
"Thinocoridae,0.23529,NA,""Thinocorus orbignyianus"""
"Thioalkalibacteraceae,0.07724,NA,""Guyparkeria sp. XI15"""
"Thiobacillaceae,0.0754875,0.00700234425032074,""Thiobacillus denitrificans"""
"Thiohalobacteraceae,0.08487,NA,""Thiohalobacter thiocyanaticus"""
"Thiohalomonadaceae,0.09397,NA,""Thiohalomonas denitrificans"""
"Thiohalophilaceae,0.08702,NA,""Thiohalophilus thiocyanatoxydans"""
"Thiohalorhabdaceae,0.09491,NA,""Thiohalorhabdus denitrificans"""
"Thiotrichaceae,0.100607857142857,0.0593620084641776,""Beggiatoa sp. SS"""
"Thiovibrionaceae,0.06487,NA,""Thiovibrio frasassiensis"""
"Thraupidae,0.2783175,0.043264478405115,""Geospiza fortis"""
"Thraustochytriaceae,0.2547,NA,""Hondaea fermentalgiana"""
"Threskiornithidae,0.23884,0.00519016377390927,""Nipponia nippon"""
"Thripidae,0.340685,0.00884590583264372,""Frankliniella occidentalis"""
"Thyridiaceae,0.2774,NA,""Thyridium curvatum"""
"Tichowtungiaceae,0.06086,NA,""Tichowtungia aerotolerans"""
"Tilletiaceae,0.415573333333333,0.000707201055806144,""Tilletia indica"""
"Timaliidae,0.24776625,0.0244615937674318,""Illadopsis cleaveri"""
"Tinamidae,0.239237142857143,0.0196859736142985,""Tinamus guttatus"""
"Tindalliaceae,0.0523,NA,""Tindallia californiensis"""
"Tissierellaceae,0.03478,0.00387139509737769,""Tissierella sp. P1"""
"Todidae,0.24216,NA,""Todus mexicanus"""
"Tolypothrichaceae,0.11995,NA,""Tolypothrix sp. NIES-4075"""
"Torulaceae,0.28256,NA,""Dendryphion nanum"""
"Toxocaridae,0.32267,NA,""Toxocara canis"""
"Treboniaceae,0.11554,NA,""Trebonia kvetii"""
"Trematosphaeriaceae,0.3118,NA,""Trematosphaeria pertusa"""
"Tremellaceae,0.38947,NA,""Tremella mesenterica"""
"Treponemataceae,0.0681808333333333,0.0259706573789916,""Treponema sp. JC4"""
"Tribonemataceae,0.27817,NA,""Tribonema minus"""
"Trichinellidae,0.354953333333333,0.0215000661027877,""Trichinella nelsoni"""
"Trichocoleusaceae,0.111095,0.0064700270478569,""Trichocoleus sp. FACHB-832"""
"Trichocomaceae,0.244595,0.0131535001678894,""Talaromyces islandicus"""
"Trichogrammatidae,0.4048,NA,""Trichogramma brassicae"""
"Trichomeriaceae,0.223,NA,""Knufia peltigerae"""
"Trichomonascaceae,0.249173333333333,0.037189837769656,""Sugiyamaella lignohabitans"""
"Trichoplacidae,0.197765,0.0341461864634984,""Trichoplax adhaerens"""
"Trichosporonaceae,0.30052,0.0573508439345055,""Cutaneotrichosporon oleaginosum"""
"Trichostrongylidae,0.2941,0.0488610785799904,""Teladorsagia circumcincta"""
"Trichuridae,0.25953,NA,""Trichuris suis"""
"Tricladiaceae,0.26824,NA,""Cudoniella acicularis"""
"Trimorphomycetaceae,0.337395,0.00757311362650792,""Saitozyma podzolica"""
"Trionychidae,0.26311,NA,""Pelodiscus sinensis"""
"Triparmaceae,0.27694,0.00451970131756513,""Triparma columacea"""
"Tritrichomonadidae,0.22274,NA,""Tritrichomonas foetus"""
"Trochilidae,0.239755,0.0142057752340377,""Calypte anna"""
"Trochodendraceae,0.2707,NA,""Tetracentron sinense"""
"Troglotrematidae,0.313993333333333,0.0241942975375053,""Paragonimus westermani"""
"Trogonidae,0.24716,0.00700035713374682,""Apaloderma vittatum"""
"Trombiculidae,0.18375,NA,""Leptotrombidium deliense"""
"Trombidiidae,0.19502,NA,""Dinothrombium tinctorium"""
"Trueperaceae,0.04354,NA,""Truepera sp."""
"Trypanosomatidae,0.30937,0.0362189701675793,""Leishmania major"""
"Trypetheliaceae,0.30751,NA,""Viridothelium virens"""
"Tuberaceae,0.336825,0.0270044079735142,""Tuber borchii"""
"Tubulinosematidae,0.19047,NA,""Tubulinosema ratisbonensis"""
"Tulasnellaceae,0.30366,NA,""Tulasnella sp. JGI-2019a"""
"Tupaiidae,0.34956,NA,""Tupaia chinensis"""
"Turdidae,0.256406666666667,0.022052941602728,""Catharus fuscescens"""
"Turicibacteraceae,0.05087,0.00400222438151586,""Turicibacter sp. HGF1"""
"Turnicidae,0.23641,NA,""Turnix velox"""
"Tyrannidae,0.242325714285714,0.00312810303082053,""Pachyramphus minor"""
"Tytonidae,0.24075,NA,""Tyto alba"""
"Umbelopsidaceae,0.266255,0.0016192745289172,""Umbelopsis vinacea"""
"Upupidae,0.23833,NA,""Upupa epops"""
"Ursidae,0.316456666666667,0.0192356188705571,""Ailuropoda melanoleuca"""
"Usitatibacteraceae,0.08107,0.00097580735803744,""Usitatibacter rugosus"""
"Ustilaginaceae,0.406375,0.0296695315096144,""Moesziomyces antarcticus"""
"Vahlkampfiidae,0.26695,0.036962598664055,""Naegleria gruberi"""
"Vallicoccaceae,0.1417,NA,""Vallicoccus soli"""
"Vallitaleaceae,0.04979,0.0169278527876397,""Petrocella atlantisensis"""
"Valsaceae,0.303203333333333,0.0037827150742996,""Valsa malicola"""
"Varanidae,0.26274,NA,""Varanus komodoensis"""
"Varroidae,0.32965,NA,""Varroa destructor"""
"Veillonellaceae,0.0599569230769231,0.0202050539818694,""Megasphaera sp. UPII 135-E"""
"Ventosimonadaceae,0.06598,NA,""Ventosimonas gracilis"""
"Venturiaceae,0.318123333333333,0.0243632434895958,""Venturia nashicola"""
"Verrucariaceae,0.37592,NA,""Endocarpon pusillum"""
"Verrucomicrobiaceae,0.105706842105263,0.0109517923711304,""Verrucomicrobiaceae bacterium SCGC AG-212-N21"""
"Vespertilionidae,0.342346666666667,0.0313381988420947,""Myotis lucifugus"""
"Vespidae,0.465226666666667,0.0177765866614863,""Vespula pensylvanica"""
"Vibrionaceae,0.0710152380952381,0.0471229898963467,""Vibrio nigripulchritudo"""
"Vicinamibacteraceae,0.103416666666667,0.0116329374335691,""Luteitalea pratensis"""
"Vicingaceae,0.05517,NA,""Vicingus serpentipes"""
"Victivallaceae,0.06631,NA,""Victivallis vadensis"""
"Vireonidae,0.24179,NA,""Vireo altiloquus"""
"Vitaceae,0.252876666666667,0.0593205945126423,""Vitis vinifera"""
"Volvocaceae,0.424705,0.0532273554355903,""Gonium pectorale"""
"Vombatidae,0.28425,NA,""Vombatus ursinus"""
"Vulgatibacteraceae,0.15017,NA,""Vulgatibacter incomptus"""
"Wallemiaceae,0.27563,0.0160563165140701,""Wallemia hederae"""
"Weeksellaceae,0.070264,0.00851175077034511,""Chryseobacterium sp. FH1"""
"Wenzhouxiangellaceae,0.0798433333333333,0.00243469642187002,""Wenzhouxiangella marina"""
"Wickerhamomycetaceae,0.318155,0.0561372073584,""Wickerhamomyces mucosus"""
"Williamwhitmaniaceae,0.08262,NA,""Williamwhitmania taraxaci"""
"Woeseiaceae,0.07681,NA,""Woeseia oceani"""
"Xanthobacteraceae,0.0907586666666667,0.00884277337447822,""Pseudolabrys sp. Root1462"""
"Xenococcaceae,0.09725,NA,""Xenococcus sp. PCC 7305"""
"Xenocyprididae,0.36372,NA,""Anabarilius grahami"""
"Xylariaceae,0.275575,0.0196537871668541,""Rosellinia necatrix"""
"Yeguiaceae,0.06469,NA,""Yeguia hominis"""
"Yersiniaceae,0.0698244444444444,0.0134692242827038,""Yersinia pestis"""
"Zavarziniaceae,0.072955,0.00297691954879537,""Zavarzinia aquatilis"""
"Zingiberaceae,0.29682,NA,""Zingiber officinale"""
"Zoogloeaceae,0.0760557894736842,0.0067363378740393,""Thauera aminoaromatica"""
"Zooshikellaceae,0.07906,0.000593969696196695,""Zooshikella ganghwensis"""
"Zosteraceae,0.29868,NA,""Zostera marina"""
"Zosteropidae,0.26881,0.0570803836707498,""Zosterops hypoxanthus"""
"Zymomonadaceae,0.11442,NA,""Zymomonas sp."""
"empty,0.109770751104566,0.0750252218113488,""Candidatus Vesicomyosocius okutanii"""
