proteome_id	per_protein	total_proteome
UP000201057	0.10127	0.10127
UP000677629	0.20518	0.09942
UP000678146	0.07308	0.14794
UP000201118	0.14701	0.21538
UP000207651	0.18794	0.13519
UP000277067	0.44965	0.44965
UP000281524	0.1051	0.12111
UP000679762	0.07	0.07648
UP000208065	0.30226	0.16074
UP000172221	0.12336	0.0915
UP000243281	0.0583	0.0583
UP000502619	0.2286	0.11955
UP000677284	0.17121	0.15151
UP000290503	0.16127	0.06586
UP000289534	0.16559	0.22511
UP000164653	0.14113	0.08605
UP000500934	0.23829	0.07607
UP000203281	0.1497	0.07026
UP000289300	0.22777	0.19951
UP000008609	0.11734	0.06092
UP000203827	0.17139	0.12135
UP001156783	0.214	0.12585
UP000105986	0.20184	0.10519
UP000106096	0.25188	0.20095
UP000052089	0.39739	0.42993
UP000274817	0.1755	0.11486
UP000203199	0.11592	0.12543
UP000054557	0.06932	0.06932
UP000676341	0.10877	0.10616
UP000242249	0.12827	0.06848
UP000204534	0.11096	0.03745
UP000242136	0.0931	0.05788
