"Entry","Method","PDB_ID","Chain","FD","Start_Coverage","End_Coverage"
"P49888","X-ray diffraction","4JVL","A, B","FD1","1","294"
"P49888","X-ray diffraction","4JVM","A, B","FD1","1","294"
"P49888","X-ray diffraction","4JVN","A, B","FD1","1","294"
"Q6ZMT1","X-ray diffraction","6B26","A","FD1","296","411"
"Q6ZMT1","X-ray diffraction","6B27","A, B, C, D, E, F","FD1","296","411"
"Q6ZMT1","X-ray diffraction","6B28","A","FD1","296","411"
"Q9HCS7","Electron Microscopy","5MQF","M","FD1","1","855"
"Q9HCS7","Electron Microscopy","5XJC","G","FD1","1","855"
"Q9HCS7","Electron Microscopy","5YZG","G","FD1","1","855"
"Q9HCS7","Electron Microscopy","5Z56","G","FD1","1","855"
"Q9HCS7","Electron Microscopy","5Z57","G","FD1","1","855"
"Q9HCS7","Electron Microscopy","6FF7","Z","FD1","1","855"
"Q9HCS7","Electron Microscopy","6ICZ","G","FD1","1","855"
"Q9HCS7","Electron Microscopy","6ID0","G","FD1","1","855"
"Q9HCS7","Electron Microscopy","6ID1","G","FD1","1","855"
"Q9HCS7","Electron Microscopy","6QDV","T","FD1","1","855"
"P46977","Electron Microscopy","6S7O","A","FD1","1","705"
"P63165","Solution NMR","1A5R","A","FD1","1","101"
"P63165","X-ray diffraction","1TGZ","B","FD1","18","97"
"P63165","X-ray diffraction","1WYW","B","FD1","1","97"
"P63165","X-ray diffraction","1Y8R","C, F","FD1","1","97"
"P63165","X-ray diffraction","1Z5S","B","FD1","18","97"
"P63165","Solution NMR","2ASQ","A","FD1","1","97"
"P63165","X-ray diffraction","2BF8","B","FD1","21","97"
"P63165","X-ray diffraction","2G4D","B, D","FD1","20","97"
"P63165","X-ray diffraction","2IO2","B","FD1","18","97"
"P63165","X-ray diffraction","2IY0","B","FD1","20","101"
"P63165","X-ray diffraction","2IY1","B, D","FD1","20","101"
"P63165","Solution NMR","2KQS","A","FD1","1","97"
"P63165","Solution NMR","2LAS","A","FD1","1","101"
"P63165","Solution NMR","2MW5","A","FD1","1","97"
"P63165","Solution NMR","2N1A","A","FD1","1","101"
"P63165","Solution NMR","2N1V","A","FD1","1","97"
"P63165","X-ray diffraction","2PE6","B","FD1","1","97"
"P63165","X-ray diffraction","2UYZ","B","FD1","20","97"
"P63165","X-ray diffraction","2VRR","B","FD1","20","97"
"P63165","X-ray diffraction","3KYC","D","FD1","1","97"
"P63165","X-ray diffraction","3KYD","D","FD1","1","96"
"P63165","X-ray diffraction","3RZW","C, D","FD1","1","97"
"P63165","X-ray diffraction","3UIP","B","FD1","18","97"
"P63165","X-ray diffraction","4WJN","A","FD1","17","97"
"P63165","X-ray diffraction","4WJO","A","FD1","17","97"
"P63165","X-ray diffraction","4WJP","A, C","FD1","17","97"
"P63165","X-ray diffraction","4WJQ","A, C","FD1","17","97"
"P63165","X-ray diffraction","5AEK","B, D, F, H, J, L, N, P, R, T, V, X","FD1","20","97"
"P63165","Solution NMR","5B7A","A","FD1","1","97"
"P63165","X-ray diffraction","5ELJ","B","FD1","18","97"
"P63165","Solution NMR","5GHD","A","FD1","1","97"
"P63165","X-ray diffraction","6EOP","D, E, F","FD1","61","68"
"P63165","X-ray diffraction","6EOT","C, E, F, H, J, L","FD1","61","68"
"P63165","Solution NMR","6J4I","A","FD1","1","97"
"P63165","Solution NMR","6K5T","A","FD1","21","97"
"P63165","X-ray diffraction","6UYO","A, C","FD1","17","97"
"P63165","X-ray diffraction","6UYP","A","FD1","17","97"
"P63165","X-ray diffraction","6UYQ","A","FD1","17","97"
"P63165","X-ray diffraction","6UYR","A","FD1","17","97"
"P63165","X-ray diffraction","6UYS","A, C","FD1","17","97"
"P63165","X-ray diffraction","6UYT","A","FD1","17","97"
"P63165","X-ray diffraction","6UYU","A, C","FD1","17","97"
"P63165","X-ray diffraction","6UYV","A","FD1","17","97"
"P63165","X-ray diffraction","6UYX","A, C","FD1","17","97"
"P63165","X-ray diffraction","6UYY","A","FD1","17","97"
"P63165","X-ray diffraction","6UYZ","A, C","FD1","17","97"
"P78371","Electron Microscopy","6NR8","B, J","FD1","16","524"
"P78371","Electron Microscopy","6NR9","B, J","FD1","16","524"
"P78371","Electron Microscopy","6NRA","B, J","FD1","16","524"
"P78371","Electron Microscopy","6NRB","B, J","FD1","16","524"
"P78371","Electron Microscopy","6NRC","B, J","FD1","16","524"
"P78371","Electron Microscopy","6NRD","B, J","FD1","16","524"
"P78371","Electron Microscopy","6QB8","B, b","FD1","1","535"
"Q92759","Electron Microscopy","5IVW","2","FD1","1","462"
"Q92759","Electron Microscopy","5IY6","2","FD1","1","462"
"Q92759","Electron Microscopy","5IY7","2","FD1","1","462"
"Q92759","Electron Microscopy","5IY8","2","FD1","1","462"
"Q92759","Electron Microscopy","5IY9","2","FD1","1","462"
"Q92759","Electron Microscopy","5OF4","D","FD1","383","462"
"Q92759","Electron Microscopy","6NMI","D","FD1","1","462"
"Q92759","Electron Microscopy","6O9L","2","FD1","1","462"
"Q92759","Electron Microscopy","6O9M","2","FD1","1","462"
"Q92759","Electron Microscopy","6RO4","C","FD1","1","462"
"Q99594","X-ray diffraction","5EMW","A, B, C, D","FD1","219","435"
"P61812","X-ray diffraction","1TFG","A","FD1","303","414"
"P61812","X-ray diffraction","2TGI","A","FD1","303","414"
"P61812","X-ray diffraction","4KXZ","A, B, D, E","FD1","303","414"
"P61812","X-ray diffraction","5TX4","B","FD1","303","414"
"P61812","Electron crystallography","5TY4","B","FD1","317","413"
"P61812","X-ray diffraction","6I9J","A","FD1","303","414"
"Q8NFU7","X-ray diffraction","6ASD","C","FD1","587","632"
"P15923","Solution NMR","2MH0","A","FD1","1","37"
"P15923","X-ray diffraction","2YPA","B","FD1","538","616"
"P15923","X-ray diffraction","2YPB","B","FD1","538","616"
"P15923","X-ray diffraction","3U5V","A","FD1","563","584"
"P15923","X-ray diffraction","6MGN","A","FD1","561","612"
"P24752","X-ray diffraction","2F2S","A, B, C, D","FD1","41","427"
"P24752","X-ray diffraction","2IB7","A, B, C, D","FD1","33","427"
"P24752","X-ray diffraction","2IB8","A, B, C, D","FD1","33","427"
"P24752","X-ray diffraction","2IB9","A, B, C, D","FD1","33","427"
"P24752","X-ray diffraction","2IBU","A, B, C, D","FD1","33","427"
"P24752","X-ray diffraction","2IBW","A, B, C, D","FD1","33","427"
"P24752","X-ray diffraction","2IBY","A, B, C, D","FD1","33","427"
"Q13263","Solution NMR","1FP0","A","FD1","619","679"
"Q13263","Solution NMR","2RO1","A","FD1","624","812"
"Q13263","X-ray diffraction","2YVR","A, B","FD1","201","250"
"Q13263","X-ray diffraction","6H3A","A, F","FD1","53","434"
"Q13263","Solution NMR","6I9H","A","FD1","54","145"
"Q13263","X-ray diffraction","6QAJ","A, B","FD1","56","413"
"Q13263","X-ray diffraction","6QU1","A","FD1","53","434"
"Q86WT6","X-ray diffraction","4NQJ","A, B, C","FD1","143","321"
"A0A0B4J271","X-ray diffraction","4WWK","A","FD1","22","114"
"A0A0B4J271","X-ray diffraction","5C07","D, I","FD1","24","113"
"A0A0B4J271","X-ray diffraction","5C08","D, I","FD1","25","113"
"A0A0B4J271","X-ray diffraction","5C09","D, I","FD1","25","113"
"A0A0B4J271","X-ray diffraction","5C0A","D, I","FD1","25","113"
"A0A0B4J271","X-ray diffraction","5C0B","D, I","FD1","25","113"
"A0A0B4J271","X-ray diffraction","5C0C","D, I","FD1","24","113"
"A0A0B4J271","X-ray diffraction","5HYJ","D, I","FD1","24","113"
"A0A0B4J271","Electron Microscopy","6JXR","m","FD1","22","114"
"Q969M7","Solution NMR","2EDI","A","FD1","26","185"
"Q969M7","X-ray diffraction","3FN1","B","FD1","21","185"
"Q969M7","X-ray diffraction","4GBA","F, G","FD1","2","25"
"O14933","X-ray diffraction","1WZV","A, B","FD1","2","153"
"O14933","X-ray diffraction","1WZW","A","FD1","2","153"
"O14933","Solution NMR","2KJH","B","FD1","2","153"
"O60704","X-ray diffraction","3AP1","A, B","FD1","43","359"
"O60704","X-ray diffraction","3AP2","A, B","FD1","43","359"
"O60704","X-ray diffraction","3AP3","A, B, C, D","FD1","43","377"
"P07101","X-ray diffraction","2XSN","A, B, C, D","FD1","193","528"
"P07101","X-ray diffraction","4J6S","E, F, G, H","FD1","1","74"
"Q2YD98","Solution NMR","5XV8","A","FD1","390","434"
"P41587","X-ray diffraction","2X57","A, B, C","FD1","26","118"
"Q8TBZ3","X-ray diffraction","5K19","A, B, C","FD1","1","569"
"Q8TBZ3","X-ray diffraction","5K1C","C","FD1","1","569"
"Q8TBZ3","X-ray diffraction","6JLQ","C","FD1","279","318"
"Q96MX6","X-ray diffraction","3I2N","A","FD1","1","357"
"Q86Y38","X-ray diffraction","6EJ7","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6EJ8","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6EJ9","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6EJA","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6EJB","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6EJC","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6EJD","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6EJE","A","FD1","232","959"
"Q86Y38","X-ray diffraction","6FOA","A","FD1","232","959"
"O14980","X-ray diffraction","1W9C","A, B","FD1","707","1027"
"O14980","Solution NMR","2L1L","B","FD1","504","630"
"O14980","X-ray diffraction","3GB8","A","FD1","1","1071"
"O14980","X-ray diffraction","4BSM","A","FD1","1","1032"
"O14980","X-ray diffraction","4BSN","A","FD1","1","1032"
"O14980","X-ray diffraction","5DIS","A","FD1","5","1048"
"P98171","Solution NMR","2EPD","A","FD1","746","814"
"Q96L21","Electron Microscopy","4UG0","LI","FD1","1","214"
"Q96L21","Electron Microscopy","4V6X","CI","FD1","1","214"
"Q96L21","Electron Microscopy","5LKS","LI","FD1","1","214"
"Q96L21","Electron Microscopy","5T2C","p","FD1","1","214"
"Q96L21","Electron Microscopy","6EK0","LI","FD1","1","214"
"Q96L21","Electron Microscopy","6IP5","2D","FD1","1","214"
"Q96L21","Electron Microscopy","6IP6","2D","FD1","1","214"
"Q96L21","Electron Microscopy","6IP8","2D","FD1","1","214"
"Q96L21","Electron Microscopy","6QZP","LI","FD1","2","214"
"Q92963","X-ray diffraction","4KLZ","A","FD1","19","189"
"P63173","Electron Microscopy","4UG0","Lk","FD1","1","70"
"P63173","Electron Microscopy","4V6X","Ck","FD1","1","70"
"P63173","Electron Microscopy","5AJ0","Ak","FD1","1","70"
"P63173","Electron Microscopy","5LKS","Lk","FD1","1","70"
"P63173","Electron Microscopy","5T2C","e","FD1","1","70"
"P63173","Electron Microscopy","6EK0","Lk","FD1","1","70"
"P63173","Electron Microscopy","6IP5","2e","FD1","1","70"
"P63173","Electron Microscopy","6IP6","2e","FD1","1","70"
"P63173","Electron Microscopy","6IP8","2e","FD1","1","70"
"P63173","Electron Microscopy","6OLE","l","FD1","2","70"
"P63173","Electron Microscopy","6OLF","l","FD1","2","70"
"P63173","Electron Microscopy","6OLG","Ak","FD1","2","70"
"P63173","Electron Microscopy","6OLI","l","FD1","2","70"
"P63173","Electron Microscopy","6OLZ","Ak","FD1","2","70"
"P63173","Electron Microscopy","6OM0","l","FD1","2","70"
"P63173","Electron Microscopy","6OM7","l","FD1","2","70"
"P63173","Electron Microscopy","6QZP","Lk","FD1","2","70"
"P62424","Electron Microscopy","4UG0","LG","FD1","1","266"
"P62424","Electron Microscopy","4V6X","CG","FD1","1","266"
"P62424","Electron Microscopy","5AJ0","AG","FD1","1","266"
"P62424","Electron Microscopy","5LKS","LG","FD1","1","266"
"P62424","Electron Microscopy","5T2C","n","FD1","1","266"
"P62424","Electron Microscopy","6EK0","LG","FD1","1","266"
"P62424","Electron Microscopy","6IP5","2B","FD1","1","266"
"P62424","Electron Microscopy","6IP6","2B","FD1","1","266"
"P62424","Electron Microscopy","6IP8","2B","FD1","1","266"
"P62424","Electron Microscopy","6OLE","I","FD1","29","262"
"P62424","Electron Microscopy","6OLF","I","FD1","29","262"
"P62424","Electron Microscopy","6OLG","AG","FD1","29","262"
"P62424","Electron Microscopy","6OLI","I","FD1","29","262"
"P62424","Electron Microscopy","6OLZ","AG","FD1","29","262"
"P62424","Electron Microscopy","6OM0","I","FD1","29","262"
"P62424","Electron Microscopy","6OM7","I","FD1","29","262"
"P62424","Electron Microscopy","6QZP","LG","FD1","26","266"
"Q9BYD2","Electron Microscopy","3J7Y","H","FD1","1","267"
"Q9BYD2","Electron Microscopy","3J9M","H","FD1","1","267"
"Q9BYD2","Electron Microscopy","5OOL","H","FD1","1","267"
"Q9BYD2","Electron Microscopy","5OOM","H","FD1","1","267"
"Q9BYD2","Electron Microscopy","6NU2","H","FD1","53","147"
"Q9BYD2","Electron Microscopy","6NU3","H","FD1","1","267"
"P49406","Electron Microscopy","3J7Y","Q","FD1","1","292"
"P49406","Electron Microscopy","3J9M","Q","FD1","1","292"
"P49406","Electron Microscopy","5OOL","Q","FD1","1","292"
"P49406","Electron Microscopy","5OOM","Q","FD1","1","292"
"P49406","Electron Microscopy","6NU2","Q","FD1","74","292"
"P49406","Electron Microscopy","6NU3","Q","FD1","74","292"
"Q8TDP1","X-ray diffraction","3P56","C, F","FD1","1","164"
"Q8TDP1","X-ray diffraction","3PUF","C, F, I, L, O, R","FD1","1","164"
"Q96A35","Electron Microscopy","3J7Y","V","FD1","1","216"
"Q96A35","Electron Microscopy","3J9M","V","FD1","1","216"
"Q96A35","Electron Microscopy","5OOL","V","FD1","1","216"
"Q96A35","Electron Microscopy","5OOM","V","FD1","1","216"
"Q96A35","Electron Microscopy","6NU2","V","FD1","15","216"
"Q96A35","Electron Microscopy","6NU3","V","FD1","1","216"
"O95059","Electron Microscopy","6AHR","H","FD1","1","124"
"O95059","Electron Microscopy","6AHU","H","FD1","1","124"
"Q13761","X-ray diffraction","5W69","I, J, K, L","FD1","133","141"
"O75396","X-ray diffraction","2NUP","C","FD1","1","195"
"O75396","X-ray diffraction","2NUT","C","FD1","1","195"
"O75396","X-ray diffraction","3EGD","C","FD1","1","157"
"O75396","X-ray diffraction","3EGX","C","FD1","1","157"
"Q9H446","Solution NMR","2EBM","A","FD1","1","121"
"Q9Y2R5","Electron Microscopy","3J9M","AN","FD1","1","130"
"Q9Y2R5","Electron Microscopy","6NU2","AN","FD1","5","111"
"Q9Y2R5","Electron Microscopy","6NU3","AN","FD1","1","130"
"P05109","X-ray diffraction","1MR8","A, B","FD1","1","93"
"P05109","X-ray diffraction","1XK4","A, B, E, F, I, J","FD1","1","93"
"P05109","X-ray diffraction","4GGF","A, K, S, U","FD1","1","93"
"P05109","X-ray diffraction","4XJK","A, C, E, G, I","FD1","1","93"
"P05109","X-ray diffraction","5HLO","A, B, C, D","FD1","2","93"
"P05109","X-ray diffraction","5HLV","A, B, C, D, E, F, G, H","FD1","2","93"
"P05109","X-ray diffraction","5W1F","A, C, E, G","FD1","1","93"
"P05109","X-ray diffraction","6DS2","A, C, E, G","FD1","1","93"
"P04271","Solution NMR","1MQ1","A, B","FD1","2","92"
"P04271","Solution NMR","1UWO","A, B","FD1","2","92"
"P04271","X-ray diffraction","2H61","C, D, G","FD1","1","92"
"P04271","Solution NMR","2M49","B, D","FD1","2","92"
"P04271","Solution NMR","2PRU","A, B","FD1","2","92"
"P04271","X-ray diffraction","3CZT","X","FD1","1","92"
"P04271","X-ray diffraction","3D0Y","B","FD1","1","92"
"P04271","X-ray diffraction","3D10","A, B","FD1","1","92"
"P04271","X-ray diffraction","3HCM","A, B","FD1","1","92"
"P04271","X-ray diffraction","4XYN","A, B, C, D","FD1","1","92"
"P04271","X-ray diffraction","5CSF","A, B","FD1","1","92"
"P04271","X-ray diffraction","5CSI","A, B","FD1","1","92"
"P04271","X-ray diffraction","5CSJ","A, B","FD1","1","92"
"P04271","X-ray diffraction","5CSN","A, B","FD1","1","92"
"P04271","X-ray diffraction","5D7F","A, B","FD1","1","92"
"Q99584","Solution NMR","1YUR","A, B","FD1","1","98"
"Q99584","Solution NMR","1YUS","A, B","FD1","1","98"
"Q99584","Solution NMR","1YUT","A, B","FD1","1","98"
"Q99584","Solution NMR","1YUU","A, B","FD1","1","98"
"Q99584","X-ray diffraction","2EGD","A, B","FD1","1","98"
"Q99584","X-ray diffraction","2H2K","A, B","FD1","1","98"
"Q99584","Solution NMR","2K8M","B, C","FD1","1","98"
"Q99584","Solution NMR","2KI4","C","FD1","1","98"
"Q99584","Solution NMR","2KI6","D","FD1","1","98"
"Q99584","Solution NMR","2KOT","A, B","FD1","1","98"
"Q99584","Solution NMR","2L5X","B, C","FD1","1","98"
"Q99584","Solution NMR","2LE9","B, C","FD1","2","98"
"Q15428","Electron Microscopy","5Z56","v","FD1","1","464"
"Q15428","Electron Microscopy","5Z57","v","FD1","1","464"
"Q15428","Electron Microscopy","5Z58","v","FD1","1","464"
"Q15428","Electron Microscopy","6AH0","v","FD1","1","464"
"Q15428","Electron Microscopy","6AHD","v","FD1","1","464"
"Q15428","Electron Microscopy","6FF4","7","FD1","1","464"
"Q15428","Electron Microscopy","6FF7","7","FD1","1","464"
"Q15428","Electron Microscopy","6QX9","A2","FD1","1","209"
"O14492","X-ray diffraction","1Q2H","A, B, C","FD1","20","85"
"Q13485","X-ray diffraction","1DD1","A, B, C","FD1","285","552"
"Q13485","X-ray diffraction","1G88","A, B, C","FD1","285","552"
"Q13485","X-ray diffraction","1MR1","A, B","FD1","319","552"
"Q13485","X-ray diffraction","1U7F","B","FD1","314","552"
"Q13485","X-ray diffraction","1U7V","B","FD1","314","549"
"Q13485","X-ray diffraction","1YGS","A","FD1","319","552"
"Q13485","X-ray diffraction","5C4V","A, C, E","FD1","314","549"
"Q13485","X-ray diffraction","5MEY","A","FD1","10","140"
"Q13485","X-ray diffraction","5MEZ","A, B","FD1","10","140"
"Q13485","X-ray diffraction","5MF0","A, B","FD1","10","140"
"Q13485","X-ray diffraction","5UWU","D","FD1","133","149"
"Q2TAY7","Electron Microscopy","5O9Z","L","FD1","1","513"
"Q2TAY7","Electron Microscopy","6AHD","Y","FD1","1","513"
"Q2TAY7","X-ray diffraction","6Q8F","A, B","FD1","2","513"
"Q2TAY7","X-ray diffraction","6Q8I","A, B, E, F, I, J, M, N","FD1","2","513"
"Q2TAY7","X-ray diffraction","6Q8J","A","FD1","2","196"
"P38935","Solution NMR","1MSZ","A","FD1","711","786"
"P38935","Solution NMR","2LRR","A","FD1","711","786"
"P38935","X-ray diffraction","4B3F","X","FD1","3","648"
"P38935","X-ray diffraction","4B3G","A, B","FD1","3","648"
"Q99523","X-ray diffraction","3F6K","N","FD1","78","756"
"Q99523","X-ray diffraction","3G2U","C, D","FD1","819","831"
"Q99523","X-ray diffraction","3G2V","C, D","FD1","819","831"
"Q99523","X-ray diffraction","4MSL","A","FD1","78","756"
"Q99523","X-ray diffraction","4N7E","A","FD1","78","756"
"Q99523","X-ray diffraction","4PO7","N, P","FD1","78","756"
"Q99523","X-ray diffraction","5MRH","A","FD1","78","756"
"Q99523","X-ray diffraction","5MRI","A","FD1","78","756"
"Q99523","X-ray diffraction","6EHO","A","FD1","34","756"
"P51531","Solution NMR","2DAT","A","FD1","1377","1504"
"P51531","X-ray diffraction","4QY4","A, B, C","FD1","1373","1511"
"P51531","X-ray diffraction","5DKC","A","FD1","1373","1511"
"P51531","X-ray diffraction","5DKH","A, B, C","FD1","1373","1511"
"P51531","X-ray diffraction","6EG2","A","FD1","705","955"
"P51531","X-ray diffraction","6EG3","A","FD1","705","955"
"P51531","X-ray diffraction","6HAX","A, E","FD1","1373","1511"
"P51531","X-ray diffraction","6HAY","A, E","FD1","1373","1511"
"P51531","X-ray diffraction","6HAZ","A, B","FD1","1373","1511"
"Q8IYB3","Solution NMR","1MP1","A","FD1","27","134"
"Q8IYB3","Electron Microscopy","6FF4","Y","FD1","1","904"
"Q8IYB3","Electron Microscopy","6FF7","Y","FD1","1","904"
"Q9BYN0","X-ray diffraction","1XW3","A","FD1","32","137"
"Q9BYN0","X-ray diffraction","1XW4","X","FD1","32","137"
"Q9BYN0","Solution NMR","1YZS","A","FD1","17","137"
"Q9BYN0","Solution NMR","2B6F","A","FD1","17","137"
"Q9BYN0","X-ray diffraction","2RII","X, Y","FD1","32","137"
"Q9BYN0","X-ray diffraction","3CYI","A","FD1","32","137"
"Q9BYN0","X-ray diffraction","3HY2","X, Y","FD1","32","137"
"Q9UNH6","X-ray diffraction","3IQ2","A, B","FD1","25","154"
"Q07617","Solution NMR","6I57","A","FD1","622","742"
"Q15833","X-ray diffraction","4CCA","A","FD1","1","593"
"Q6ZWJ1","Solution NMR","2YSG","A","FD1","498","530"
"Q9UMX1","X-ray diffraction","1M1L","A, B, C, D","FD1","27","262"
"Q9UMX1","X-ray diffraction","4BL8","A, B","FD1","32","483"
"Q9UMX1","X-ray diffraction","4BL9","A, B, C, D","FD1","32","278"
"Q9UMX1","X-ray diffraction","4BLA","A, B, C, D","FD1","32","278"
"Q9UMX1","X-ray diffraction","4BLB","A, B, C, D","FD1","32","278"
"Q9UMX1","X-ray diffraction","4BLD","A, B, C, D","FD1","32","278"
"Q9UMX1","X-ray diffraction","4KM8","A","FD1","1","484"
"Q9UMX1","X-ray diffraction","4KM9","A","FD1","1","484"
"Q9UMX1","X-ray diffraction","4KMD","A","FD1","1","484"
"Q9UMX1","X-ray diffraction","4KMH","A, B","FD1","1","484"
"Q8IX01","Solution NMR","1X4P","A","FD1","587","639"
"P56279","X-ray diffraction","1JSG","A","FD1","1","114"
"Q03519","Electron Microscopy","5U1D","B","FD1","1","686"
"O00268","X-ray diffraction","1H3O","A, C","FD1","872","945"
"O00268","X-ray diffraction","2P6V","A","FD1","575","688"
"O00268","Electron Microscopy","6MZC","E","FD1","1","1085"
"O00268","Electron Microscopy","6MZD","D","FD1","1","1085"
"O00268","Electron Microscopy","6MZL","D, E","FD1","1","1085"
"O00268","Electron Microscopy","6MZM","D","FD1","61","1085"
"Q5VWG9","X-ray diffraction","5C13","A, C, E, G","FD1","855","915"
"Q5VWG9","X-ray diffraction","5WXG","A","FD1","853","915"
"Q5VWG9","X-ray diffraction","5WXH","A, C","FD1","853","915"
"Q5VWG9","X-ray diffraction","5XMY","A, C","FD1","853","915"
"Q5VWG9","Electron Microscopy","6MZD","C","FD1","1","929"
"Q5VWG9","Electron Microscopy","6MZL","C","FD1","1","929"
"O14776","Solution NMR","2DK7","A","FD1","520","579"
"O14776","Solution NMR","2DOD","A","FD1","651","719"
"O14776","Solution NMR","2DOE","A","FD1","784","853"
"O14776","Solution NMR","2DOF","A","FD1","888","959"
"O14776","Solution NMR","2E71","A","FD1","717","786"
"O14776","Solution NMR","2KIQ","A","FD1","724","782"
"O14776","Solution NMR","2KIS","A","FD1","659","724"
"O14776","Solution NMR","2MW9","A","FD1","428","464"
"O14776","Solution NMR","2MWA","A","FD1","428","464"
"O14776","Solution NMR","2MWB","A","FD1","428","464"
"O14776","Solution NMR","2MWD","A","FD1","433","460"
"O14776","Solution NMR","2MWE","A","FD1","433","460"
"O14776","Solution NMR","2MWF","A","FD1","433","464"
"O14776","Solution NMR","2N4R","A","FD1","428","464"
"O14776","Solution NMR","2N4S","A","FD1","428","464"
"O14776","Solution NMR","2N4T","A","FD1","428","464"
"O14776","Solution NMR","2N4U","A","FD1","428","464"
"O14776","Solution NMR","2N4V","A","FD1","428","464"
"O14776","Solution NMR","2N4W","A","FD1","428","464"
"O14776","Solid-state NMR","2NNT","A, B, C, D","FD1","428","464"
"O14776","X-ray diffraction","3HFH","A, B","FD1","661","845"
"O14776","X-ray diffraction","3Q1I","E","FD1","99","107"
"O14776","X-ray diffraction","4FQG","A, B","FD1","895","1081"
"Q9P0N9","X-ray diffraction","3QWL","A","FD1","1","293"
"Q9P0N9","X-ray diffraction","4Z6Y","A, B, E, G","FD1","21","293"
"Q9P0N9","X-ray diffraction","5EJC","A, B","FD1","18","293"
"Q9P0N9","X-ray diffraction","5ULO","C, D","FD1","115","126"
"P25942","X-ray diffraction","1CZZ","D, E","FD1","250","258"
"P25942","X-ray diffraction","1D00","I, J, K, L, M, N, O, P","FD1","250","254"
"P25942","X-ray diffraction","1FLL","X, Y","FD1","246","266"
"P25942","X-ray diffraction","1LB6","B","FD1","230","238"
"P25942","X-ray diffraction","3QD6","R, S, T, U","FD1","21","190"
"P25942","X-ray diffraction","5DMI","A","FD1","23","193"
"P25942","X-ray diffraction","5DMJ","A, D, F","FD1","23","193"
"P25942","X-ray diffraction","5IHL","A, D, F, H","FD1","23","193"
"P25942","X-ray diffraction","6FAX","R","FD1","21","193"
"P25942","X-ray diffraction","6PE8","T, U","FD1","21","193"
"P25942","X-ray diffraction","6PE9","G, I, J, U, V","FD1","21","193"
"P61165","Electron Microscopy","6S7O","C","FD1","1","79"
"P61165","Electron Microscopy","6S7T","C","FD1","1","79"
"P10599","X-ray diffraction","1AIU","A","FD1","1","105"
"P10599","X-ray diffraction","1AUC","A","FD1","1","105"
"P10599","Solution NMR","1CQG","A","FD1","1","105"
"P10599","Solution NMR","1CQH","A","FD1","1","105"
"P10599","X-ray diffraction","1ERT","A","FD1","1","105"
"P10599","X-ray diffraction","1ERU","A","FD1","1","105"
"P10599","X-ray diffraction","1ERV","A","FD1","1","105"
"P10599","X-ray diffraction","1ERW","A","FD1","1","105"
"P10599","Solution NMR","1M7T","A","FD1","1","66"
"P10599","Solution NMR","1MDI","A","FD1","1","105"
"P10599","Solution NMR","1MDJ","A","FD1","1","105"
"P10599","Solution NMR","1MDK","A","FD1","1","105"
"P10599","Solution NMR","1TRS","A","FD1","1","105"
"P10599","Solution NMR","1TRU","A","FD1","1","105"
"P10599","Solution NMR","1TRV","A","FD1","1","105"
"P10599","Solution NMR","1TRW","A","FD1","1","105"
"P10599","X-ray diffraction","2HSH","A","FD1","1","105"
"P10599","X-ray diffraction","2HXK","A, B, C","FD1","1","105"
"P10599","X-ray diffraction","2IFQ","B","FD1","1","105"
"P10599","X-ray diffraction","2IIY","A","FD1","1","105"
"P10599","X-ray diffraction","3E3E","A, B","FD1","1","105"
"P10599","X-ray diffraction","3KD0","A","FD1","1","105"
"P10599","X-ray diffraction","3M9J","A, B","FD1","1","105"
"P10599","X-ray diffraction","3M9K","A, B","FD1","1","105"
"P10599","X-ray diffraction","3QFA","C, D","FD1","2","105"
"P10599","X-ray diffraction","3QFB","C, D","FD1","2","105"
"P10599","Solution NMR","3TRX","A","FD1","1","105"
"P10599","X-ray diffraction","4LL1","B, D","FD1","1","105"
"P10599","X-ray diffraction","4LL4","B, D","FD1","1","105"
"P10599","X-ray diffraction","4OO4","A, B","FD1","1","105"
"P10599","X-ray diffraction","4OO5","A","FD1","1","105"
"P10599","X-ray diffraction","4POK","A, B, C, D","FD1","1","105"
"P10599","X-ray diffraction","4POL","A, B, C, D","FD1","1","105"
"P10599","X-ray diffraction","4POM","A, B, C, D","FD1","1","105"
"P10599","X-ray diffraction","4PUF","C, D","FD1","1","105"
"P10599","Solution NMR","4TRX","A","FD1","1","105"
"P10599","X-ray diffraction","5DQY","A","FD1","1","105"
"Q5T1C6","X-ray diffraction","4AE8","A, B, C, D","FD1","37","240"
"Q5T1C6","X-ray diffraction","4GAH","A, B","FD1","40","240"
"Q9NVV9","Solution NMR","2JTG","A","FD1","1","81"
"Q9NVV9","Solution NMR","2KO0","A","FD1","1","82"
"Q9NVV9","Solution NMR","2L1G","A","FD1","1","82"
"P06753","X-ray diffraction","6OTN","A, B, C, D","FD1","44","117"
"P0CF51","X-ray diffraction","4LFH","G","FD1","1","122"
"P0CF51","X-ray diffraction","4LHU","G","FD1","1","122"
"Q16881","X-ray diffraction","2CFY","A, B, C, D, E, F","FD1","150","649"
