index, quantile, uniprot, number of domains, S over T mean
0, 78, Q08985, 1, 0.3888
0, 78, P38972, 5, 0.389
0, 78, P32316, 2, 0.3891
0, 78, Q04869, 2, 0.3892
0, 78, O13297, 1, 0.3893
0, 78, P22216, 3, 0.3894
0, 78, P10127, 2, 0.3895
0, 78, P38523, 1, 0.3895
0, 78, P32860, 1, 0.3896
0, 78, P38314, 2, 0.3896
0, 78, Q12680, 7, 0.3896
0, 78, P40303, 1, 0.3897
0, 78, P33330, 2, 0.3898
0, 78, P46672, 2, 0.3898
0, 78, P38624, 1, 0.3902
0, 78, P40506, 1, 0.3904
0, 78, P15891, 1, 0.3908
0, 78, Q08742, 1, 0.3911
0, 78, Q12305, 1, 0.3913
0, 78, P38348, 1, 0.3922
0, 78, Q08438, 1, 0.3924
0, 78, P38288, 1, 0.3926
0, 78, Q06672, 1, 0.3927
0, 78, P00958, 4, 0.3928
0, 78, P39101, 2, 0.3928
0, 78, Q05635, 1, 0.3928
0, 78, Q07716, 1, 0.3932
0, 78, P48570, 2, 0.3933
0, 78, Q12383, 1, 0.3944
0, 78, P53051, 3, 0.3945
0, 78, P38230, 2, 0.3946
0, 78, P41911, 2, 0.3946
0, 78, P28817, 1, 0.3947
0, 78, P38999, 3, 0.3947
0, 78, P40958, 1, 0.3951
0, 78, P53152, 1, 0.3951
0, 78, P47120, 1, 0.3956
0, 78, P38698, 2, 0.3958
0, 78, P47176, 2, 0.396
0, 78, Q12463, 2, 0.396
0, 78, P38260, 1, 0.3962
0, 78, Q07648, 1, 0.3964
0, 78, P43568, 1, 0.3967
0, 78, P22696, 1, 0.3968
0, 78, P47018, 1, 0.3968
0, 78, P25654, 1, 0.3976
0, 78, P38009, 3, 0.3977
0, 78, P32895, 2, 0.3978
0, 78, P53111, 1, 0.3979
0, 78, P41940, 2, 0.3983
0, 78, P07263, 2, 0.3986
0, 78, P40165, 1, 0.3988
0, 78, P43612, 2, 0.399
0, 78, P23594, 1, 0.3992
0, 78, P20052, 1, 0.3993
0, 78, Q12500, 2, 0.3994
0, 78, P36150, 4, 0.3995
0, 78, P15180, 2, 0.3998
0, 78, P54839, 1, 0.4001
0, 78, P38218, 1, 0.4004
0, 78, P40413, 3, 0.4004
0, 78, P32337, 2, 0.4018
0, 78, P11914, 2, 0.402
0, 78, P47042, 3, 0.4023
0, 78, P39984, 1, 0.4026
0, 78, Q03792, 5, 0.4027
0, 78, P29952, 3, 0.4028
0, 78, P53177, 1, 0.4029
0, 78, P46151, 2, 0.403
0, 78, P38957, 1, 0.4031
0, 78, P40516, 1, 0.4035
0, 78, P06785, 1, 0.4036
0, 78, P08417, 2, 0.4037
0, 78, P14742, 2, 0.4045
0, 78, Q06489, 2, 0.4047
0, 78, P06104, 1, 0.4048
0, 78, P23638, 1, 0.4048
0, 78, P38707, 2, 0.4048
0, 78, Q04951, 1, 0.4048
0, 78, P38708, 3, 0.4051
0, 78, P32771, 2, 0.4055
0, 78, P39721, 1, 0.4056
0, 78, Q04792, 2, 0.4056
0, 78, P32477, 2, 0.4057
0, 78, P38162, 1, 0.4058
0, 78, P02829, 4, 0.4059
0, 78, P38886, 1, 0.4059
0, 78, P33307, 2, 0.4061
0, 78, P00549, 2, 0.4063
0, 78, P14922, 1, 0.4065
0, 78, Q12447, 1, 0.4065
0, 78, P33327, 4, 0.4067
0, 78, P23639, 1, 0.407
0, 78, P40025, 1, 0.407
0, 78, P04046, 2, 0.4071
0, 78, P53067, 3, 0.4072
0, 78, P15703, 1, 0.4074
0, 78, P36024, 1, 0.4075
0, 78, P53965, 1, 0.4078
0, 78, Q03049, 1, 0.4079
0, 78, P53753, 2, 0.4082
0, 78, P53852, 3, 0.4083
0, 78, P43593, 3, 0.4088
0, 78, P39976, 3, 0.4091
0, 78, Q92325, 2, 0.4091
0, 78, P53949, 1, 0.4092
0, 78, P10507, 2, 0.4093
0, 78, P25369, 2, 0.4095
0, 78, P19882, 3, 0.4096
0, 78, P36132, 2, 0.4097
0, 78, P40472, 1, 0.4097
0, 78, P40481, 1, 0.4098
0, 78, Q04175, 2, 0.4098
0, 78, P00560, 2, 0.4099
0, 78, P53172, 2, 0.4099
0, 78, P20049, 2, 0.41
0, 78, P22515, 5, 0.41
0, 78, P53046, 4, 0.4104
0, 78, P20604, 1, 0.4106
0, 78, P33313, 2, 0.4107
0, 78, Q92317, 1, 0.4114
0, 78, P40555, 1, 0.4118
0, 78, P08524, 1, 0.412
0, 78, P21657, 2, 0.4121
0, 78, P07264, 3, 0.4123
0, 78, P25301, 1, 0.4125
0, 78, Q08601, 1, 0.4125
0, 78, Q04533, 3, 0.4128
0, 78, P36076, 1, 0.4129
0, 78, P38787, 2, 0.413
0, 78, Q06252, 1, 0.4131
0, 78, P30402, 1, 0.4132
0, 78, Q07794, 2, 0.4132
0, 78, P32264, 2, 0.4133
0, 78, P06208, 3, 0.4134
0, 78, P32767, 2, 0.4137
0, 78, P06738, 2, 0.4138
0, 78, Q04773, 1, 0.4139
0, 78, P40029, 1, 0.4141
0, 78, P07991, 2, 0.4144
0, 78, P25576, 1, 0.4148
0, 78, P46681, 3, 0.4151
0, 78, P53615, 1, 0.4153
0, 78, Q12184, 1, 0.4153
0, 78, Q12198, 3, 0.4154
0, 78, P47096, 1, 0.4155
0, 78, Q05506, 3, 0.4158
0, 78, P15625, 2, 0.4162
0, 78, Q12017, 1, 0.4164
0, 78, P27466, 2, 0.4167
0, 78, P23060, 1, 0.4168
0, 78, Q08224, 2, 0.4169
0, 78, Q00055, 2, 0.417
0, 78, P39966, 1, 0.4172
0, 78, P42937, 1, 0.4176
0, 78, P49957, 1, 0.4176
0, 78, P46670, 1, 0.418
0, 78, P23202, 2, 0.4181
0, 78, P41921, 2, 0.4182
0, 78, P32775, 3, 0.4185
0, 78, P25719, 1, 0.4186
0, 78, P38720, 2, 0.4194
0, 78, P25039, 3, 0.4195
0, 78, P53720, 1, 0.4199
0, 78, Q06608, 1, 0.4206
0, 78, P07245, 4, 0.4207
0, 78, P38795, 2, 0.4211
0, 78, P53727, 1, 0.4214
0, 78, P42941, 2, 0.4215
0, 78, P38986, 2, 0.4217
0, 78, P42938, 1, 0.4223
0, 78, P32263, 2, 0.4224
0, 78, Q04430, 2, 0.4227
0, 78, P26637, 6, 0.423
0, 78, P43599, 1, 0.4232
0, 78, P49090, 2, 0.4232
0, 78, P52489, 3, 0.424
0, 78, P07274, 1, 0.4245
0, 78, Q08230, 1, 0.4245
0, 78, P33412, 2, 0.4247
0, 78, P12904, 2, 0.4249
0, 78, Q06817, 4, 0.4249
0, 78, P04806, 2, 0.425
0, 78, Q03558, 1, 0.425
0, 78, P39988, 1, 0.4252
0, 78, P40545, 1, 0.4252
0, 78, P32589, 3, 0.4258
0, 78, P38858, 1, 0.4258
0, 78, P28239, 1, 0.426
0, 78, Q03161, 1, 0.4267
0, 78, Q12363, 1, 0.4269
0, 78, Q03034, 2, 0.427
0, 78, P32288, 2, 0.4278
0, 78, P32447, 1, 0.4278
0, 78, P37292, 2, 0.4278
0, 78, Q04212, 1, 0.4283
0, 78, Q04223, 1, 0.4283
0, 78, P36110, 1, 0.4286
0, 78, P39714, 2, 0.4286
0, 78, Q06494, 1, 0.4286
0, 78, P31386, 1, 0.429
0, 78, P25637, 2, 0.4294
0, 78, P54113, 3, 0.4294
0, 78, P38331, 1, 0.4296
0, 78, P36154, 1, 0.4298
0, 78, P06115, 1, 0.4299
0, 78, Q07551, 1, 0.43
0, 78, P38758, 2, 0.4301
0, 78, P50861, 1, 0.4302
0, 78, Q12354, 1, 0.4305
0, 78, Q02196, 1, 0.4306
0, 78, P06106, 2, 0.4315
0, 78, Q12480, 2, 0.432
0, 78, P53315, 1, 0.4324
0, 78, P30657, 1, 0.4333
0, 78, P46683, 1, 0.4336
0, 78, P00912, 1, 0.4337
0, 78, Q12156, 1, 0.434
0, 78, P52490, 1, 0.4341
0, 78, P39713, 2, 0.4348
0, 78, P28707, 1, 0.435
0, 78, Q12245, 1, 0.4352
0, 78, P54838, 2, 0.4353
0, 78, Q12123, 1, 0.4353
0, 90, P40347, 1, 0.4354
0, 90, P46367, 2, 0.4354
0, 90, P50623, 1, 0.4364
0, 90, P21243, 1, 0.4367
0, 90, P33331, 1, 0.4374
0, 90, Q03262, 4, 0.4375
0, 90, P43602, 2, 0.4376
0, 90, P40011, 1, 0.4379
0, 90, P32580, 4, 0.4384
0, 90, P07172, 2, 0.4386
0, 90, P07806, 6, 0.4391
0, 90, Q12525, 1, 0.4391
0, 90, P38627, 2, 0.4393
0, 90, P41835, 2, 0.4394
0, 90, P38328, 1, 0.4395
0, 90, P00931, 3, 0.4403
0, 90, P47016, 1, 0.4403
0, 90, Q12109, 2, 0.4403
0, 90, P14747, 2, 0.4404
0, 90, P42936, 1, 0.4407
0, 90, P38913, 2, 0.4408
0, 90, P04076, 2, 0.4412
0, 90, P40041, 2, 0.4414
0, 90, Q12434, 1, 0.4416
0, 90, P40517, 1, 0.4419
0, 90, P43558, 1, 0.4427
0, 90, Q07951, 1, 0.4427
0, 90, P21182, 2, 0.4428
0, 90, P07807, 1, 0.4433
0, 90, P22133, 1, 0.4434
0, 90, Q07540, 1, 0.4438
0, 90, P47771, 2, 0.4441
0, 90, P38113, 2, 0.4446
0, 90, Q12369, 1, 0.4446
0, 90, Q04341, 1, 0.4447
0, 90, P33416, 3, 0.4464
0, 90, Q06682, 2, 0.4466
0, 90, P32460, 2, 0.4472
0, 90, P32485, 2, 0.4476
0, 90, Q08912, 2, 0.4478
0, 90, P21269, 2, 0.4482
0, 90, P32582, 3, 0.4484
0, 90, P41818, 1, 0.4484
0, 90, Q12314, 1, 0.4488
0, 90, P38625, 3, 0.4495
0, 90, P00815, 4, 0.4496
0, 90, P53871, 1, 0.4496
0, 90, P32835, 1, 0.4497
0, 90, P38777, 1, 0.45
0, 90, P18562, 1, 0.4512
0, 90, Q12051, 1, 0.4514
0, 90, P00431, 1, 0.4515
0, 90, P39979, 1, 0.4521
0, 90, P42826, 2, 0.4522
0, 90, P15705, 3, 0.4526
0, 90, P43616, 2, 0.4538
0, 90, P40202, 1, 0.4539
0, 90, Q07505, 1, 0.4541
0, 90, P53303, 2, 0.4542
0, 90, P10081, 2, 0.4545
0, 90, P37302, 2, 0.4549
0, 90, Q04432, 1, 0.4549
0, 90, Q12748, 3, 0.4551
0, 90, P00942, 1, 0.4555
0, 90, Q12166, 3, 0.4556
0, 90, P53839, 2, 0.4568
0, 90, P32656, 1, 0.457
0, 90, P53981, 1, 0.4572
0, 90, P22768, 2, 0.4575
0, 90, P38066, 1, 0.4582
0, 90, P53081, 2, 0.4587
0, 90, P32590, 3, 0.4589
0, 90, P49775, 1, 0.4592
0, 90, P42940, 1, 0.4595
0, 90, P41920, 1, 0.4604
0, 90, P47137, 1, 0.4609
0, 90, P18408, 1, 0.4617
0, 90, P43591, 1, 0.4619
0, 90, P09435, 3, 0.462
0, 90, Q12326, 1, 0.4623
0, 90, P25694, 3, 0.4624
0, 90, P39676, 3, 0.4625
0, 90, P47173, 2, 0.4626
0, 90, P28273, 6, 0.464
0, 90, P15700, 1, 0.4643
0, 90, P41338, 3, 0.4645
0, 90, P31373, 2, 0.4648
0, 90, P31539, 5, 0.4649
0, 90, Q12390, 1, 0.465
0, 90, P48363, 1, 0.4653
0, 90, P40579, 1, 0.4654
0, 90, P38791, 1, 0.4655
0, 90, P53095, 2, 0.4656
0, 90, Q06549, 1, 0.4666
0, 90, P19358, 3, 0.4671
0, 90, P10592, 3, 0.4675
0, 90, P22135, 2, 0.468
0, 90, Q08977, 2, 0.4682
0, 90, P07244, 5, 0.4683
0, 90, P15731, 1, 0.4684
0, 90, P38013, 1, 0.4684
0, 90, P22141, 1, 0.4689
0, 90, P35719, 1, 0.4689
0, 90, P38074, 2, 0.4692
0, 90, Q04409, 2, 0.4694
0, 90, P38765, 2, 0.4707
0, 90, P32643, 1, 0.4708
0, 90, P21264, 3, 0.4725
0, 90, P34760, 1, 0.4725
0, 90, P00924, 2, 0.4726
0, 90, P06101, 3, 0.4729
0, 90, P47032, 1, 0.4729
0, 90, P27616, 2, 0.4733
0, 90, P23776, 1, 0.4734
0, 90, P00331, 2, 0.4739
0, 90, P38887, 2, 0.4748
0, 90, P53189, 1, 0.4753
0, 90, P43569, 1, 0.4754
0, 90, P22202, 3, 0.4758
0, 90, P0CS90, 3, 0.476
0, 90, P16467, 3, 0.4762
0, 90, P54787, 3, 0.4768
0, 90, Q12458, 1, 0.4769
0, 90, P47123, 1, 0.477
0, 90, P05373, 1, 0.4773
0, 90, P40045, 1, 0.4776
0, 90, Q86ZR7, 1, 0.4777
0, 90, P49954, 1, 0.4778
0, 90, P53184, 1, 0.478
0, 90, P41277, 1, 0.4786
0, 90, Q12378, 1, 0.4789
0, 90, P15454, 1, 0.4794
0, 90, P33734, 2, 0.4794
0, 90, Q03786, 1, 0.4796
0, 90, Q12320, 1, 0.4797
0, 90, P36136, 1, 0.4799
0, 90, P38773, 1, 0.4799
0, 90, P53312, 3, 0.4809
0, 90, P22108, 1, 0.4811
0, 90, P21954, 2, 0.4814
0, 90, P38235, 1, 0.482
0, 90, P29509, 2, 0.4827
0, 90, Q04489, 2, 0.4829
0, 90, Q12092, 1, 0.4835
0, 90, P43619, 2, 0.4836
0, 90, P54964, 1, 0.4841
0, 90, P32347, 1, 0.4842
0, 90, P53332, 2, 0.4856
0, 90, P04161, 1, 0.4857
0, 90, P25646, 1, 0.4863
0, 90, P07284, 2, 0.4878
0, 90, P00925, 2, 0.4881
0, 90, Q12461, 1, 0.4888
0, 90, P46984, 1, 0.4889
0, 90, P16120, 2, 0.4908
0, 90, P40005, 1, 0.4915
0, 90, P53598, 1, 0.4918
0, 90, Q12074, 1, 0.4933
0, 90, P32179, 2, 0.494
0, 90, P00899, 1, 0.4954
0, 90, P00937, 2, 0.4956
0, 90, Q02784, 1, 0.4956
0, 90, P38088, 4, 0.4961
0, 90, P00358, 2, 0.4964
0, 90, P53853, 1, 0.4964
0, 90, P53281, 1, 0.4965
0, 90, P10659, 3, 0.4967
0, 90, P53909, 1, 0.4968
0, 90, P15496, 1, 0.4972
0, 90, P43122, 2, 0.4977
0, 90, P54885, 2, 0.4979
0, 90, P50086, 1, 0.4981
0, 90, P40465, 1, 0.4984
0, 90, Q05926, 1, 0.4988
0, 90, P35202, 1, 0.499
0, 90, P24031, 1, 0.4992
0, 90, P40893, 1, 0.501
0, 90, P38067, 2, 0.5013
0, 90, Q07653, 1, 0.5014
0, 90, P54007, 2, 0.5018
0, 90, P30952, 2, 0.5053
0, 90, P34220, 1, 0.5054
0, 90, P31383, 1, 0.5056
0, 90, Q02202, 2, 0.5071
0, 90, Q12122, 2, 0.5076
0, 90, P47119, 1, 0.5106
0, 90, Q04401, 1, 0.5107
0, 90, P35195, 1, 0.5117
0, 90, P23254, 3, 0.5119
0, 90, P04802, 2, 0.5121
0, 90, P40054, 3, 0.5139
0, 90, P39005, 1, 0.5146
0, 90, Q12008, 1, 0.5161
0, 90, Q99210, 1, 0.5168
0, 90, P14065, 1, 0.5173
0, 90, P53978, 5, 0.5182
0, 90, P28240, 2, 0.5204
0, 90, Q04179, 1, 0.5205
0, 90, P38821, 2, 0.5211
0, 90, P10591, 3, 0.5215
0, 90, P25036, 2, 0.522
0, 90, P33312, 1, 0.5221
0, 90, P40106, 1, 0.5224
0, 90, Q04493, 1, 0.5229
0, 90, P30283, 2, 0.5236
0, 90, P38716, 2, 0.5237
0, 90, P36973, 1, 0.5239
0, 90, P15873, 2, 0.524
0, 90, P46680, 2, 0.5255
0, 90, P00635, 1, 0.526
0, 90, P32836, 1, 0.5264
0, 90, P40459, 2, 0.5276
0, 90, Q03266, 2, 0.5286
0, 90, P47103, 2, 0.5291
0, 90, P47125, 1, 0.5296
0, 90, P10869, 2, 0.5319
0, 90, P53334, 1, 0.5324
0, 90, Q12118, 1, 0.5327
0, 90, P39726, 1, 0.5345
0, 90, P52553, 1, 0.5355
0, 90, P17709, 2, 0.537
0, 90, P07277, 2, 0.5386
0, 90, P07250, 1, 0.5402
0, 90, P54115, 2, 0.5408
0, 90, P05150, 2, 0.5412
0, 90, P43577, 1, 0.5418
0, 90, P00359, 2, 0.5427
0, 90, Q05533, 2, 0.5427
0, 90, Q05905, 1, 0.5443
0, 90, P21826, 2, 0.5464
0, 90, P53066, 1, 0.5473
0, 90, P25659, 1, 0.5475
0, 90, P49089, 2, 0.5485
0, 90, P20051, 1, 0.549
0, 90, Q12068, 1, 0.5503
0, 90, Q02046, 2, 0.5506
0, 90, P53107, 2, 0.5511
0, 90, P36010, 1, 0.5522
0, 90, P32459, 1, 0.5529
0, 90, P14905, 2, 0.5534
0, 90, P46988, 1, 0.554
0, 90, Q05473, 1, 0.5551
0, 90, Q12513, 1, 0.5556
0, 90, P07170, 1, 0.5565
0, 90, P21734, 2, 0.5565
0, 90, Q12455, 1, 0.5574
0, 90, Q07589, 2, 0.5579
0, 90, P53210, 1, 0.5581
0, 90, P40892, 1, 0.5587
0, 90, Q03148, 1, 0.5592
0, 90, P53900, 1, 0.5593
0, 90, P38910, 1, 0.5606
0, 90, P36421, 2, 0.5613
0, 90, P17695, 1, 0.5619
0, 90, P19881, 1, 0.5621
0, 90, P36156, 2, 0.563
0, 90, P00817, 1, 0.5634
0, 90, P38710, 2, 0.5634
0, 90, P80210, 3, 0.5642
0, 90, P29311, 1, 0.5652
0, 90, Q07923, 1, 0.5672
0, 90, Q99321, 1, 0.5688
0, 90, P20081, 1, 0.5689
0, 90, P00812, 1, 0.5696
0, 90, P53912, 2, 0.5699
0, 90, P39954, 2, 0.5709
0, 90, Q04894, 2, 0.5715
0, 90, P32377, 2, 0.5724
0, 90, Q04728, 2, 0.5731
0, 90, P47044, 1, 0.5745
0, 90, Q04052, 2, 0.575
0, 90, P38075, 1, 0.5759
0, 90, P32318, 1, 0.576
0, 90, Q12040, 1, 0.5766
0, 90, Q04170, 1, 0.5771
0, 90, P07262, 2, 0.5779
0, 90, P32614, 2, 0.5786
0, 90, P15019, 1, 0.5788
0, 90, Q12288, 1, 0.5788
0, 90, P38774, 1, 0.5797
0, 90, P39708, 2, 0.5814
0, 90, P33315, 3, 0.5824
0, 90, Q96VH4, 1, 0.5836
0, 90, P32469, 2, 0.5841
0, 90, P28272, 1, 0.5848
0, 90, P40510, 3, 0.5858
0, 90, P36088, 1, 0.5879
0, 90, Q06449, 1, 0.5884
0, 90, P38816, 2, 0.59
0, 90, P28777, 1, 0.5916
0, 90, P17505, 2, 0.5953
0, 90, Q04304, 1, 0.5976
0, 90, P48015, 2, 0.5987
0, 90, P53228, 1, 0.6022
0, 90, Q03629, 1, 0.6076
0, 90, P38277, 1, 0.6079
0, 90, P00360, 2, 0.6142
0, 90, P40495, 1, 0.6161
0, 90, P40580, 1, 0.6178
0, 90, P28789, 2, 0.6184
0, 90, Q04066, 1, 0.6194
0, 90, P38615, 2, 0.6203
0, 90, Q12486, 1, 0.623
0, 90, P50264, 3, 0.6238
0, 90, P38616, 2, 0.6239
0, 90, P38197, 1, 0.6246
0, 90, P31116, 2, 0.6248
0, 90, P13663, 2, 0.6252
0, 90, Q12342, 1, 0.6268
0, 90, P38115, 1, 0.6281
0, 90, Q04178, 1, 0.6345
0, 90, P48606, 1, 0.6358
0, 90, Q06595, 1, 0.6364
0, 90, P13298, 1, 0.6381
0, 90, Q05979, 2, 0.6429
0, 90, P47165, 1, 0.646
0, 90, P32449, 1, 0.6486
0, 90, P47143, 1, 0.6528
0, 90, P32178, 1, 0.6548
0, 90, P34730, 1, 0.6552
0, 90, P25608, 2, 0.6577
0, 90, P53861, 1, 0.6672
0, 90, Q05788, 1, 0.6714
0, 90, P38841, 1, 0.672
0, 90, P00498, 2, 0.6722
0, 90, P14843, 1, 0.6783
0, 90, P40185, 1, 0.6784
0, 90, P46969, 1, 0.6909
0, 90, P22943, 1, 0.696
0, 90, P17423, 2, 0.6997
0, 90, P25373, 1, 0.7061
0, 90, Q05584, 1, 0.7113
0, 90, P53110, 2, 0.7154
0, 90, Q08911, 2, 0.7188
0, 90, P35176, 1, 0.7287
0, 90, Q12189, 1, 0.7298
0, 90, P49435, 1, 0.7428
0, 90, P38635, 1, 0.7474
0, 90, Q07887, 1, 0.7481
0, 90, Q07930, 1, 0.7557
0, 90, P33317, 1, 0.7702
0, 90, P11986, 2, 0.7882
0, 90, Q99258, 1, 0.7884
0, 90, P40037, 1, 0.7924
0, 90, P35210, 4, 0.7968
0, 90, Q01976, 1, 0.7974
0, 90, P25332, 1, 0.7994
0, 90, Q08220, 1, 0.7995
0, 90, Q04344, 1, 0.8151
0, 90, P39113, 2, 0.8455
0, 90, Q05016, 1, 0.8483
0, 90, Q12408, 1, 0.8661
0, 90, P00445, 1, 0.9444
0, 90, P36085, 3, 1.0455
0, 90, P32601, 1, 1.1467
0, 90, P38766, 2, 1.2503
0, 90, P54857, 1, 1.4432
0, 90, O13565, 1, 1.461
0, 90, Q02891, 1, 2.2507
0, 90, P48564, 2, 3.0209
